time_s	DispT_m	AccT_m_per_s2
2.174500000000000099e+01	-1.334662705582060575e-03	1.485609609936739128e-01
2.175000000000000000e+01	-1.355427855603966777e-03	1.519035300384295184e-01
2.175499999999999901e+01	-1.372039975621491608e-03	1.536835963936247773e-01
2.176000000000000156e+01	-1.385092355635261351e-03	1.536440393635093438e-01
2.176500000000000057e+01	-1.394584995645275572e-03	1.517453019179677010e-01
2.176999999999999957e+01	-1.400517895651534487e-03	1.480467196021730547e-01
2.177500000000000213e+01	-1.402297765653412248e-03	1.427262990516449115e-01
2.178000000000000114e+01	-1.400517895651534487e-03	1.360807179922491894e-01
2.178500000000000014e+01	-1.395178285645901420e-03	1.284462111799671569e-01
2.178999999999999915e+01	-1.386872225637139112e-03	1.201985704008956823e-01
2.179500000000000171e+01	-1.375599715625247131e-03	1.117729229863046597e-01
2.180000000000000071e+01	-1.361360755610225692e-03	1.035648392373486187e-01
2.180499999999999972e+01	-1.344748635592700860e-03	9.598966797023979203e-02
2.180999999999999872e+01	-1.325763355572671985e-03	8.934408691084405607e-02
2.181500000000000128e+01	-1.304404915550140152e-03	8.398410933020046543e-02
2.182000000000000028e+01	-1.280673315525104276e-03	8.008774186382856819e-02
2.182499999999999929e+01	-1.255161845498190855e-03	7.779343411713240952e-02
2.183000000000000185e+01	-1.227870505469399890e-03	7.716052163528520913e-02
2.183500000000000085e+01	-1.198799295438730947e-03	7.803077629782512181e-02
2.183999999999999986e+01	-1.167354925405558828e-03	8.014707740900173238e-02
2.184499999999999886e+01	-1.134130685370508948e-03	8.319296872789144759e-02
2.185000000000000142e+01	-1.098533285332955241e-03	8.677287995333975157e-02
2.185500000000000043e+01	-1.061156015293523991e-03	9.049124078419211459e-02
2.185999999999999943e+01	-1.021405585251589131e-03	9.407115200964041857e-02
2.186500000000000199e+01	-9.792819952071508786e-04	9.731482847910738476e-02
2.187000000000000099e+01	-9.341919551595829520e-04	9.996514949684259799e-02
2.187500000000000000e+01	-8.873220451101374810e-04	1.018638869423842269e-01
2.187999999999999901e+01	-8.374856850575625525e-04	1.027341416049241535e-01
2.188500000000000156e+01	-7.852761650024840147e-04	1.023979068489428157e-01
2.189000000000000057e+01	-7.306934849449018676e-04	1.006771760389207071e-01
2.189499999999999957e+01	-6.737376448848161111e-04	9.757194917485781382e-02
2.190000000000000213e+01	-6.138153548216010056e-04	9.324045437721596719e-02
2.190500000000000114e+01	-5.515199047558822908e-04	8.793981234174554074e-02
2.191000000000000014e+01	-4.874445846882859232e-04	8.190736524913930228e-02
2.191499999999999915e+01	-4.209961046181859463e-04	7.528156270480128309e-02
2.192000000000000171e+01	-3.527677545462082624e-04	6.808218322378924159e-02
2.192500000000000071e+01	-2.833528244729788281e-04	6.021033423081453839e-02
2.192999999999999972e+01	-2.115647343972458386e-04	5.158690166564625784e-02
2.193499999999999872e+01	-1.391833543208869468e-04	4.227122107345759189e-02
2.194000000000000128e+01	-6.561539424327625034e-05	3.246107760482579846e-02
2.194500000000000028e+01	9.139145835586213524e-06	2.247292750067447428e-02
2.194999999999999929e+01	8.448697591507455939e-05	1.260344848686949931e-02
2.195500000000000185e+01	1.598348059945629222e-04	3.010868683872681018e-03
2.196000000000000085e+01	2.351826360740512985e-04	-6.324590423373708213e-03
2.196499999999999986e+01	3.105304661535396478e-04	-1.558093547038919523e-02
2.196999999999999886e+01	3.852850062324020947e-04	-2.497573012280876123e-02
2.197500000000000142e+01	4.594462563106386935e-04	-3.478587359144056507e-02
2.198000000000000043e+01	5.330142163882492816e-04	-4.514981548168867098e-02
2.198499999999999943e+01	6.053955964646082818e-04	-5.610711282366854374e-02
2.199000000000000199e+01	6.765903965397153689e-04	-6.761820858726473593e-02
2.199500000000000099e+01	7.454120366123189552e-04	-7.944576059178451444e-02
2.200000000000000000e+01	8.130470966836707367e-04	-9.133264814147748489e-02
2.200499999999999901e+01	8.777157067518929524e-04	-1.029228579653045650e-01
2.201000000000000156e+01	9.400111568176117757e-04	-1.137812627319958192e-01
2.201500000000000057e+01	9.993401568802009246e-04	-1.235320706554544345e-01
2.201999999999999957e+01	1.056295996940286464e-03	-1.317599329194681923e-01
2.202500000000000213e+01	1.109098806995991067e-03	-1.380495007078248737e-01
2.203000000000000114e+01	1.158935167048565995e-03	-1.421040962946585884e-01
2.203500000000000014e+01	1.205211787097385835e-03	-1.437259345293920576e-01
2.203999999999999915e+01	1.247928667142449936e-03	-1.427567872915635194e-01
2.204500000000000171e+01	1.286492517183132882e-03	-1.391373190359997680e-01
2.205000000000000071e+01	1.322089917220686589e-03	-1.328279727325853421e-01
2.205499999999999972e+01	1.354720867255110621e-03	-1.239078624415512198e-01
2.205999999999999872e+01	1.383792077285779347e-03	-1.124561022231282126e-01
2.206500000000000128e+01	1.409896837313318616e-03	-9.876936980318223869e-02
2.207000000000000028e+01	1.433628437338354275e-03	-8.332234954309870878e-02
2.207499999999999929e+01	1.455580167361512391e-03	-6.670839689460936195e-02
2.208000000000000185e+01	1.475752027382792745e-03	-4.961975988473461829e-02
2.208500000000000085e+01	1.494737307402821186e-03	-3.263001545014849319e-02
2.208999999999999986e+01	1.512536007421597930e-03	-1.619406943717868405e-02
2.209499999999999886e+01	1.530334707440374892e-03	-6.679351168642437943e-04
2.210000000000000142e+01	1.547540117458525788e-03	1.375060236021757344e-02
2.210500000000000043e+01	1.565932107477928164e-03	2.678464378325861109e-02
2.210999999999999943e+01	1.584324097497330974e-03	3.817706845650843672e-02
2.211500000000000199e+01	1.603902667517985480e-03	4.765097716915890624e-02
2.212000000000000099e+01	1.624667817539891682e-03	5.498880625557502760e-02
2.212500000000000000e+01	1.647212837563675645e-03	6.011144165552591290e-02
2.212999999999999901e+01	1.670351147588085457e-03	6.309799742924245003e-02
2.213500000000000156e+01	1.695862617614998877e-03	6.414625872730188305e-02
2.214000000000000057e+01	1.722560667643163995e-03	6.355290327557013008e-02
2.214499999999999957e+01	1.751038587673206873e-03	6.155527325473986872e-02
2.215000000000000213e+01	1.780703087704501447e-03	5.843026787561925173e-02
2.215500000000000114e+01	1.812147457737673783e-03	5.423722268338146413e-02
2.216000000000000014e+01	1.844778407772098032e-03	4.903547322319968399e-02
2.216499999999999915e+01	1.879189227808399825e-03	4.290413355530480616e-02
2.217000000000000171e+01	1.914193337845327249e-03	3.596187477004319372e-02
2.217500000000000071e+01	1.949790737882880955e-03	2.846581756316527226e-02
2.217999999999999972e+01	1.986574717921686141e-03	2.087086778099871837e-02
2.218499999999999872e+01	2.023951987961117392e-03	1.363193126987122077e-02
2.219000000000000128e+01	2.061329258000548642e-03	7.164356845995014690e-03
2.219500000000000028e+01	2.099299818040605958e-03	1.705486690062804405e-03
2.219999999999999929e+01	2.136677088080037208e-03	-2.724900682867685726e-03
2.220500000000000185e+01	2.174647648120094090e-03	-6.225697848085081851e-03
2.221000000000000085e+01	2.212024918159525341e-03	-9.014468471224362789e-03
2.221499999999999986e+01	2.249402188198957025e-03	-1.130877621792050931e-02
2.221999999999999886e+01	2.286186168237761777e-03	-1.318773514840442147e-02
2.222500000000000142e+01	2.322970148276567396e-03	-1.467112377773382818e-02
2.223000000000000043e+01	2.359160838314746517e-03	-1.577872062096645142e-02
2.223499999999999943e+01	2.395351528352926071e-03	-1.656986122327546579e-02
2.224000000000000199e+01	2.430948928390479560e-03	-1.722255222018040377e-02
2.224500000000000099e+01	2.465953038427407418e-03	-1.803347133754714532e-02
2.225000000000000000e+01	2.500363858463709212e-03	-1.935863184641474846e-02
2.225499999999999901e+01	2.534774678500011005e-03	-2.147493295759136597e-02
2.226000000000000156e+01	2.567998918535060668e-03	-2.458015982165425578e-02
2.226500000000000057e+01	2.601223158570110765e-03	-2.871386946871886184e-02
2.226999999999999957e+01	2.633260818603909165e-03	-3.383650486866974366e-02
2.227500000000000213e+01	2.664705188637081067e-03	-3.984917344621827229e-02
2.228000000000000114e+01	2.695556268669627772e-03	-4.665298262607580487e-02
2.228500000000000014e+01	2.724627478700296715e-03	-5.412926131789599915e-02
2.228999999999999915e+01	2.752512108729713528e-03	-6.211978140121707237e-02
2.229500000000000171e+01	2.778616868757253014e-03	-7.032786515017311335e-02
2.230000000000000071e+01	2.803535048783540370e-03	-7.845683483889825949e-02
2.230499999999999972e+01	2.826080068807323899e-03	-8.619023422646887589e-02
2.230999999999999872e+01	2.846845218829230535e-03	-9.325116410207684448e-02
2.231500000000000128e+01	2.864643918848007280e-03	-9.946161783020263103e-02
2.232000000000000028e+01	2.880069458864280632e-03	-1.046040317452112262e-01
2.232499999999999929e+01	2.893121838878050158e-03	-1.085201777266408540e-01
2.233000000000000185e+01	2.903801058889316292e-03	-1.109529350787410718e-01
2.233500000000000085e+01	2.911513828897452968e-03	-1.116847401358769115e-01
2.233999999999999986e+01	2.916260148902460186e-03	-1.106958143829906566e-01
2.234499999999999886e+01	2.918040018904337514e-03	-1.080257148501977266e-01
2.235000000000000142e+01	2.917446728903711449e-03	-1.039513407483062951e-01
2.235500000000000043e+01	2.913886988899956360e-03	-9.872981277306679126e-02
2.235999999999999943e+01	2.908547378894323077e-03	-9.265780865034507763e-02
2.236500000000000199e+01	2.900241318885560769e-03	-8.589355650060299940e-02
2.237000000000000099e+01	2.890155388874920701e-03	-7.845683483889825949e-02
2.237500000000000000e+01	2.878289588862402437e-03	-7.038720069534627755e-02
2.237999999999999901e+01	2.864050628847381649e-03	-6.178354664523573458e-02
2.238500000000000156e+01	2.848625088831107863e-03	-5.282387932408613013e-02
2.239000000000000057e+01	2.832012968813582814e-03	-4.388399051799424938e-02
2.239499999999999957e+01	2.814214268794806070e-03	-3.545834310340322676e-02
2.240000000000000213e+01	2.795228988774778062e-03	-2.798206441158302207e-02
2.240500000000000114e+01	2.775650418754123123e-03	-2.179138919851497311e-02
2.241000000000000014e+01	2.755478558732842986e-03	-1.694565300937224753e-02
2.241499999999999915e+01	2.735306698711562415e-03	-1.338552029898167593e-02
2.242000000000000171e+01	2.714541548689656646e-03	-1.089342740170827668e-02
2.242500000000000071e+01	2.693183108667123946e-03	-9.350703227205695370e-03
2.242999999999999972e+01	2.671824668644592112e-03	-8.796904805589382884e-03
2.243499999999999872e+01	2.650466228622060279e-03	-9.370481742263420816e-03
2.244000000000000128e+01	2.629107788599528012e-03	-1.136811176309368565e-02
2.244500000000000028e+01	2.606562768575743615e-03	-1.498758001865743358e-02
2.244999999999999929e+01	2.584611038552585716e-03	-2.030800056918556640e-02
2.245500000000000185e+01	2.561472728528176122e-03	-2.719092380927400424e-02
2.246000000000000085e+01	2.537741128503140028e-03	-3.535945052811460126e-02
2.246499999999999986e+01	2.513416238477479171e-03	-4.439823190949510751e-02
2.246999999999999886e+01	2.487904768450565317e-03	-5.385236210708784638e-02
2.247500000000000142e+01	2.460613428421774568e-03	-6.326693527456513089e-02
2.248000000000000043e+01	2.432135508391731690e-03	-7.226615962583020358e-02
2.248499999999999943e+01	2.401877718359811051e-03	-8.051380040490169199e-02
2.249000000000000199e+01	2.369246768325387019e-03	-8.781207246120235899e-02
2.249500000000000099e+01	2.334835948289085226e-03	-9.394341212909723682e-02
2.250000000000000000e+01	2.298051968250279607e-03	-9.888804089352859483e-02
2.250499999999999901e+01	2.258894828208971028e-03	-1.025866232093232411e-01
2.251000000000000156e+01	2.216771238164532559e-03	-1.051380516517698149e-01
2.251500000000000057e+01	2.172274488117590698e-03	-1.066214402810992112e-01
2.251999999999999957e+01	2.124811288067518945e-03	-1.071159031575423526e-01
2.252500000000000213e+01	2.074974928014944233e-03	-1.066214402810992112e-01
2.253000000000000114e+01	2.022765407959865695e-03	-1.051182731367120843e-01
2.253500000000000014e+01	1.967589437901657700e-03	-1.025668446942655104e-01
2.253999999999999915e+01	1.909447017840320247e-03	-9.902649049893265387e-02
2.254500000000000171e+01	1.849524727777105033e-03	-9.469499570129079336e-02
2.255000000000000071e+01	1.786635987710760362e-03	-8.975036693685944922e-02
2.255499999999999972e+01	1.721967377642538146e-03	-8.437061084115814180e-02
2.255999999999999872e+01	1.654925607571812105e-03	-7.851617038407142368e-02
2.256500000000000128e+01	1.586103967499208518e-03	-7.200903893007976064e-02
2.257000000000000028e+01	1.515502457424727605e-03	-6.461187429849046815e-02
2.257499999999999929e+01	1.443121077348368496e-03	-5.610711282366854374e-02
2.258000000000000185e+01	1.369553117270757908e-03	-4.641564044538309952e-02
2.258500000000000085e+01	1.294798577191895624e-03	-3.563634973892275404e-02
2.258999999999999986e+01	1.218857457111781209e-03	-2.388791179463386344e-02
2.259499999999999886e+01	1.142323047031041164e-03	-1.140766879320913481e-02
2.260000000000000142e+01	1.065788636950300902e-03	1.685708175005078959e-03
2.260500000000000043e+01	9.892542268695608560e-04	1.527354801966243104e-02
2.260999999999999943e+01	9.133131067894465502e-04	2.929651519558973752e-02
2.261500000000000199e+01	8.373719867093322444e-04	4.377438821784472578e-02
2.262000000000000099e+01	7.632107366310955914e-04	5.870716708642740450e-02
2.262500000000000000e+01	6.902360665541108515e-04	7.415418734651094135e-02
