LNEC Test File eXtractor

File: newhall_1.DRV

Created in: 2025-07-09 15:17:59.197511

Number of channels: 3

Name:	DispT	DispL	DispV
Type:	Displacement	Displacement	Displacement
Unit:	m	m	m
No. of Samples:	6000	6000	6000
Time step [s]:	0.005	0.005	0.005
Trigger date:	1970-01-01	1970-01-01	1970-01-01
Trigger time:	00:00:00.000000	00:00:00.000000	00:00:00.000000
Duration [s]:	29.995	29.995	29.995
Data:
DispT	DispL	DispV
-0.5637377313065723	-0.2750381700791487	0.0
-1.335728527613466	-0.6520084179847826	0.0
-1.5303733020219699	-0.7472159208687993	0.0
-1.1474612288896164	-0.5604033611558367	0.0
-0.4143677636180534	-0.20257754085715113	0.0
0.3273695529946942	0.1595712147076196	0.0
0.7774822996636963	0.3793976193395534	0.0
0.800936652388252	0.3909254467157803	0.0
0.4673577795933909	0.22814634854164786	0.0
-0.005366017230295146	-0.0026417848007159626	0.0
-0.3694091953617702	-0.18039676586092884	0.0
-0.4657565139696081	-0.22746015039467657	0.0
-0.28808320377977137	-0.1407698592551489	0.0
0.033267781751950574	0.01611666644318896	0.0
0.31255905161132314	0.1525207131426951	0.0
0.4078522420068214	0.19909519428325465	0.0
0.2878924514425769	0.14058117764588868	0.0
0.03643016638896933	0.017814962440579528	0.0
-0.20280423140149906	-0.09898148501632642	0.0
-0.30642503467448007	-0.14962158384760885	0.0
-0.2340591328973677	-0.1143433442654502	0.0
-0.04220779825156357	-0.020679746833606703	0.0
0.15412358129668377	0.07517104998881556	0.0
0.247150396035652	0.12061333379778139	0.0
0.19328444438509929	0.09434120935330001	0.0
0.03158117661220724	0.015421908989710999	0.0
-0.14340410663616357	-0.07003325778807809	0.0
-0.23643092137513178	-0.1154498098395077	0.0
-0.20306776345458394	-0.09916160731907997	0.0
-0.07030031511041347	-0.03434331008533992	0.0
0.08244286285759211	0.040253055012164016	0.0
0.1697246788393096	0.08291630900721801	0.0
0.14711362868462555	0.0718773850241793	0.0
0.032635304824546824	0.016013739413044074	0.0
-0.10629879356181023	-0.05184090520997002	0.0
-0.1926318941524221	-0.0939895240542996	0.0
-0.18214331843964324	-0.08892036781966411	0.0
-0.08611223829550721	-0.04206283734620614	0.0
0.03806406511809568	0.018535451651593707	0.0
0.12033877209120014	0.058728456923170504	0.0
0.11759803873911721	0.05741613728882324	0.0
0.035692276640331616	0.01748044959260866	0.0
-0.07599260745704721	-0.037045144626643094	0.0
-0.1539453887595594	-0.07507668226517736	0.0
-0.1561590580054725	-0.07615741608169861	0.0
-0.08447833956638086	-0.04116222583243841	0.0
0.018193748315494536	0.008988969605655813	0.0
0.09372203472962566	0.045888309912596355	0.0
0.10131175785847066	0.04964514651288458	0.0
0.039750670257839016	0.019590453710578756	0.0
-0.05369779576606503	-0.026006220643604396	0.0
-0.12516768856268876	-0.060898483862719725	0.0
-0.1349710809374469	-0.06571032252199299	0.0
-0.07910228568344899	-0.03843465953359901	0.0
0.009760722616777871	0.004923351914932935	0.0
0.08170497310895442	0.04002146919433803	0.0
0.097938547578984	0.04789538700042157	0.0
0.05187314469974422	0.025405830913764648	0.0
-0.028082480206213165	-0.01365497702621844	0.0
-0.09559939220656345	-0.046643090187653426	0.0
-0.1129398012995496	-0.05510883841707005	0.0
-0.07140714973337002	-0.034832213478528114	0.0
0.0045954943763139135	0.002272980888702199	0.0
0.07205969996604723	0.03523536229260097	0.0
0.09430180524641243	0.04611989573042234	0.0
0.06083323450463068	0.029805961452458393	0.0
-0.007368860833740354	-0.003490932799411247	0.0
-0.07056384716349837	-0.03434331008533992	0.0
-0.09301677808633149	-0.045305038795769956	0.0
-0.0628687112134194	-0.03058647348505169	0.0
0.0021182930773158935	0.0011150517995722655	0.0
0.06510245376460598	0.031864502055356056	0.0
0.09150836548371254	0.044781844338538865	0.0
0.06831754481224171	0.03345987102260174	0.0
0.010604025186649537	0.005283596520440026	0.0
-0.04758385213449545	-0.023124263799547674	0.0
-0.07288292923064545	-0.03547550741693363	0.0
-0.05127330087768399	-0.024976950342155566	0.0
0.0043846687338459965	0.0021957856160935364	0.0
0.06246713323375703	0.030552182421008794	0.0
0.09055965009260691	0.04429294094535067	0.0
0.07395713074825848	0.03618743732144114	0.0
0.023148150913490574	0.011433486571596783	0.0
-0.03214087382372056	-0.015559127083898774	0.0
-0.0606023355568893	-0.029428544395921755	0.0
-0.046582430332772845	-0.022583896891287036	0.0
0.0013804033286781855	0.0008577342242100582	0.0
0.05577341908540068	0.027412908001589863	0.0
0.0860796051901637	0.04226013209998923	0.0
0.07601268076232068	0.03737109816810729	0.0
0.03216094712899401	0.016013739413044074	0.0
-0.02001839938181535	-0.009434968790278239	0.0
-0.05106247523521607	-0.024565242221576033	0.0
-0.043947109801923886	-0.021091454954186233	0.0
-0.003626705679934834	-0.0013809286814411464	0.0
0.04649709081681234	0.023089972735504775	0.0
0.07785740513391494	0.03842610022709234	0.0
0.07311382817838681	0.03608451029129626	0.0
0.03542874458724672	0.017712035410434646	0.0
-0.013430098054692956	-0.0061413038256419835	0.0
-0.045949953405369094	-0.02201779822549018	0.0
-0.0444214674974767	-0.02127157725693978	0.0
-0.010531245470759103	-0.004751788918686064	0.0
0.035692276640331616	0.01778923068304331	0.0
0.06773777429545494	0.033382675749993075	0.0
0.06742153583175306	0.03317682168970331	0.0
0.035217918944778805	0.017403254319999995	0.0
-0.010531245470759103	-0.005009106494048271	0.0
-0.04421064185500878	-0.021528894832301988	0.0
-0.04753114572387847	-0.023175727314620115	0.0
-0.01949133527564556	-0.009537895820423121	0.0
0.022990031681639638	0.011227632511307017	0.0
0.05540447421108182	0.027104126911155213	0.0
0.0592520421861213	0.02900827696883555	0.0
0.03231906636084495	0.01591081238289919	0.0
-0.010004181364589313	-0.004726057161149843	0.0
-0.0441579354443918	-0.02137450428708466	0.0
-0.051484126520151906	-0.024925486827083124	0.0
-0.028820369954850867	-0.013835099328971985	0.0
0.010129667491096726	0.005206401247831363	0.0
0.04264952284177286	0.021108627405215782	0.0
0.05018653956000088	0.02483973224796779	0.0
0.02852420479642245	0.014289711658117286	0.0
-0.009951474953972334	-0.004468739585787636	0.0
-0.04373628415945597	-0.020962796166505128	0.0
-0.054382979104085766	-0.02616061118882172	0.0
-0.03688445077924868	-0.017643399444332655	0.0
-0.0025198710569782723	-0.0008662935307167315	0.0
0.028155259922103597	0.01408385759782752	0.0
0.03679911126328818	0.01830386583376772	0.0
0.0180356290836436	0.009143360150873138	0.0
-0.017962849367753164	-0.00843143024636563	0.0
-0.05106247523521607	-0.024616705736648474	0.0
-0.06297412403465337	-0.030432082939834362	0.0
-0.047214907260176596	-0.022764019194040582	0.0
-0.012955740359140143	-0.0060898403105695414	0.0
0.020354711150790683	0.010146898694785746	0.0
0.03416379073243922	0.01688861916927558	0.0
0.02119801372066235	0.010558606815365277	0.0
-0.010794777523844	-0.005034838251584492	0.0
-0.04336733928513711	-0.020911332651432687	0.0
-0.0580724278472743	-0.028064761246502055	0.0
-0.04679325597524076	-0.022558165133750818	0.0
-0.01622353781739285	-0.007633745762742786	0.0
0.016190904712049328	0.00819128512203297	0.0
0.03221365353961099	0.016013739413044074	0.0
0.023148150913490574	0.011587877116814107	0.0
-0.005471430051529104	-0.002410198982889976	0.0
-0.03714798283233357	-0.01787498526215864	0.0
-0.053750502176682015	-0.025980488886068173	0.0
-0.046108072637220034	-0.022223652285779945	0.0
-0.01859532629515691	-0.008791674851872721	0.0
0.013133932896264536	0.006673111427395946	0.0
0.03126493814850537	0.015524836019855881	0.0
0.02599429708680745	0.012951660266233808	0.0
0.0008533392225083939	0.0006518801639202922	0.0
-0.0295055532928716	-0.014169612176942854	0.0
-0.04747843931326149	-0.02296987325433035	0.0
-0.0428929815895843	-0.02073121034867914	0.0
-0.01817367501022108	-0.008714479579264058	0.0
0.012659575200711724	0.0063385985794250765	0.0
0.03252989200331287	0.015988007655507855	0.0
0.030632461221101616	0.015035932626667687	0.0
0.00860118158320433	0.004305789734063637	0.0
-0.020492757077368164	-0.00987240866839399	0.0
-0.03978330336318253	-0.019264500169114563	0.0
-0.038254817455290135	-0.018466815685491716	0.0
-0.016645189102328685	-0.007865331580568773	0.0
0.012870400843179641	0.0065701843972510625	0.0
0.03384755226873735	0.01683715565420314	0.0
0.03484897407045995	0.017326059047391332	0.0
0.015874666248347453	0.008011162819279424	0.0
-0.011848905736183583	-0.005549473402308906	0.0
-0.03219358023433754	-0.015533395326362553	0.0
-0.03351124049976202	-0.016202421022304292	0.0
-0.014958583962585353	-0.007196305884627034	0.0
0.01292310725379662	0.006390062094497518	0.0
0.0344800291961411	0.0169143509268118	0.0
0.03785323947562776	0.018483988136521266	0.0
0.021461545773747245	0.010429948027684174	0.0
-0.004997072355976293	-0.0025388577705710794	0.0
-0.02629046224523587	-0.012985951330276701	0.0
-0.030190736630892327	-0.014967296660565697	0.0
-0.014589639088266498	-0.00742789170245302	0.0
0.011658153398989122	0.0053093282779762465	0.0
0.03368943303688641	0.016013739413044074	0.0
0.039118193330435265	0.01863837868173859	0.0
0.025203700927552763	0.011793731177103873	0.0
-9.537616859723087e-05	-0.0005832441978183033	0.0
-0.022284775038345455	-0.011416314120567235	0.0
-0.028925782776084825	-0.01468424732766727	0.0
-0.016539776281094726	-0.008611552549119175	0.0
0.0077051726027156835	0.0031993241600061454	0.0
0.02973645224061297	0.013955198810146415	0.0
0.03706264331637307	0.01755764486521732	0.0
0.025572645801871616	0.011922389964784976	0.0
0.0017493482029970395	0.0002916355584132019	0.0
-0.020967114772920976	-0.010773020182161716	0.0
-0.029927204577807433	-0.015121687205783023	0.0
-0.020440050666751183	-0.010464239091727069	0.0
0.0017493482029970395	0.00039456258855808486	0.0
0.023727921430277348	0.011124705481162133	0.0
0.03279342405639776	0.015576299534928322	0.0
0.023780627840894325	0.011150437238698354	0.0
0.0016966417923800603	0.0003688308310218642	0.0
-0.020967114772920976	-0.010721556667089276	0.0
-0.031666516128167746	-0.015945103446942086	0.0
-0.02465656351610952	-0.012548511452160948	0.0
-0.004311889017955563	-0.0026417848007159626	0.0
0.01740315215623985	0.007959699304206983	0.0
0.02794443427963568	0.013080319053914909	0.0
0.02114530731004537	0.009735190574206215	0.0
0.0006952199906574564	-0.0002744631073836544	0.0
-0.02202124298526056	-0.011390582363031013	0.0
-0.03435454306963368	-0.01748900889911533	0.0
-0.029821791756573474	-0.015301809508536567	0.0
-0.011374548040630771	-0.006321426128395528	0.0
0.010076961080479747	0.004151399188846314	0.0
0.02214672911176797	0.00999250814956842	0.0
0.017719390619941724	0.007779577001453437	0.0
-0.0007805595066179598	-0.0013037334088324842	0.0
-0.023075371197600142	-0.012239730361726299	0.0
-0.03672633154739774	-0.018955719078679913	0.0
-0.03435454306963368	-0.017849253504622423	0.0
-0.017752023725285247	-0.009769481638249108	0.0
0.0033305405215064143	0.0005232213762391885	0.0
0.01666526240760214	0.007059087790439257	0.0
0.014557005982922974	0.006029817488990427	0.0
-0.0019401005401915013	-0.001998490862310444	0.0
-0.023497022482535976	-0.012548511452160948	0.0
-0.03814940463405618	-0.019676208289694092	0.0
-0.037780459759737324	-0.01952181774447677	0.0
-0.022917251965749206	-0.01226546211926252	0.0
-0.0022563390038933765	-0.0022043449226002098	0.0
0.01229063032639287	0.004897620157396715	0.0
0.012396043147626828	0.004949083672469156	0.0
-0.0019928069508084803	-0.002101417892455327	0.0
-0.02270642632328129	-0.012239730361726299	0.0
-0.038096698223439196	-0.019753403562302756	0.0
-0.03951977131009764	-0.02047389277331694	0.0
-0.02639587506646983	-0.014092416904334193	0.0
-0.00636743903201775	-0.00428861728303409	0.0
0.0091809520999911	0.003327982947687249	0.0
0.011394621345904226	0.004460180279280962	0.0
-0.0008859723278519182	-0.001483855711586029	0.0
-0.020598169898602123	-0.011056069515060146	0.0
-0.0365682123155468	-0.01880132853346259	0.0
-0.03967789054194858	-0.020319502228099612	0.0
-0.02834601225929806	-0.014812906115348372	0.0
-0.009002759562866707	-0.005420814614627803	0.0
0.00738893413901381	0.002530298464064406	0.0
0.011710859809606101	0.004563107309425845	0.0
0.0016966417923800603	-0.00037739013752853735	0.0
-0.016697895512945662	-0.009409237032742018	0.0
-0.03287876357235827	-0.017334618353898004	0.0
-0.03756963411726941	-0.01965047653215787	0.0
-0.028135186616830142	-0.015070223690710581	0.0
-0.010056887775206292	-0.006269962613323087	0.0
0.006334805926674226	0.001758345737977784	0.0
0.011763566220223079	0.00440871676420852	0.0
0.003172421289655477	0.0002144402858045397	0.0
-0.01443151985641556	-0.008379966731293188	0.0
-0.030981332790147014	-0.0164597385976665	0.0
-0.036937157189865656	-0.019341695441723226	0.0
-0.028873076365467848	-0.015379004781145228	0.0
-0.011216428808779834	-0.00673313424897506	0.0
0.00612398028420631	0.0017840774955140048	0.0
0.013608290591817349	0.005463718823193572	0.0
0.007230814907162872	0.0023759079188470818	0.0
-0.009108172384100666	-0.005600936917381348	0.0
-0.025921517370917017	-0.013809367571435765	0.0
-0.033563946910379	-0.017540472414187772	0.0
-0.02766082892127733	-0.014632783812594826	0.0
-0.011479960861864728	-0.00673313424897506	0.0
0.005755035409887455	0.0016811504653691219	0.0
0.014398886751072036	0.005926890458845544	0.0
