0	2.96E-03	1.42E-03
0.005	2.95E-03	1.41E-03
0.01	3.02E-03	1.42E-03
0.015	3.06E-03	1.40E-03
0.02	3.08E-03	1.36E-03
0.025	3.15E-03	1.33E-03
0.03	3.17E-03	1.37E-03
0.035	3.20E-03	1.41E-03
0.04	3.17E-03	1.58E-03
0.045	3.17E-03	1.77E-03
0.05	3.21E-03	1.94E-03
0.055	3.18E-03	2.15E-03
0.06	3.09E-03	2.05E-03
0.065	3.03E-03	2.01E-03
0.07	2.87E-03	1.63E-03
0.075	2.75E-03	1.29E-03
0.08	2.65E-03	1.06E-03
0.085	2.57E-03	7.48E-04
0.09	2.72E-03	1.23E-03
0.095	2.87E-03	1.36E-03
0.1	3.33E-03	1.67E-03
0.105	3.63E-03	2.13E-03
0.11	4.07E-03	1.92E-03
0.115	4.24E-03	2.17E-03
0.12	2.62E-03	2.35E-03
0.125	2.22E-03	2.36E-03
0.13	2.69E-03	2.52E-03
0.135	2.05E-03	2.57E-03
0.14	2.15E-03	2.65E-03
0.145	2.16E-03	2.72E-03
0.15	1.83E-03	2.80E-03
0.155	1.89E-03	2.85E-03
0.16	1.84E-03	3.02E-03
0.165	1.80E-03	2.90E-03
0.17	1.76E-03	2.56E-03
0.175	1.71E-03	2.01E-03
0.18	1.68E-03	6.21E-04
0.185	1.64E-03	-6.79E-04
0.19	1.60E-03	-2.56E-03
0.195	1.57E-03	-4.44E-03
0.2	1.52E-03	-6.24E-03
0.205	1.49E-03	-7.98E-03
0.21	1.44E-03	-9.09E-03
0.215	1.40E-03	-9.89E-03
0.22	1.36E-03	-9.30E-03
0.225	1.32E-03	-8.80E-03
0.23	1.29E-03	-6.97E-03
0.235	1.24E-03	-5.61E-03
0.24	1.20E-03	-5.04E-03
0.245	1.17E-03	-4.16E-03
0.25	1.14E-03	-5.28E-03
0.255	1.09E-03	-6.06E-03
0.26	1.07E-03	-7.89E-03
0.265	9.36E-04	-9.88E-03
0.27	1.17E-03	-1.19E-02
0.275	6.24E-04	-1.50E-02
0.28	-7.69E-04	-1.33E-02
0.285	-2.13E-03	-1.89E-02
0.29	-5.62E-03	-3.61E-02
0.295	-7.48E-03	-4.53E-02
0.3	-9.93E-03	-6.16E-02
0.305	-1.00E-02	-7.31E-02
0.31	-4.76E-03	-6.70E-02
0.315	-4.61E-04	-7.16E-02
0.32	1.17E-02	-7.14E-02
0.325	1.96E-02	-6.75E-02
0.33	2.48E-02	-7.24E-02
0.335	3.07E-02	-6.54E-02
0.34	2.47E-02	-5.30E-02
0.345	2.42E-02	-4.08E-02
0.35	2.14E-02	-8.52E-03
0.355	1.73E-02	1.33E-02
0.36	2.02E-02	1.73E-02
0.365	1.84E-02	4.07E-02
0.37	1.80E-02	8.20E-02
0.375	1.82E-02	9.82E-02
0.38	1.86E-02	9.03E-02
0.385	1.74E-02	1.02E-01
0.39	1.11E-02	1.07E-01
0.395	8.06E-03	1.04E-01
0.4	1.59E-03	1.11E-01
0.405	-2.13E-03	1.08E-01
0.41	1.41E-03	9.44E-02
0.415	1.20E-03	7.73E-02
0.42	5.19E-03	8.83E-02
0.425	9.28E-03	5.06E-02
0.43	1.28E-02	-1.15E-01
0.435	1.70E-02	-1.73E-01
0.44	1.90E-02	-1.49E-01
0.445	2.07E-02	-2.10E-01
0.45	1.91E-02	-2.51E-01
0.455	1.74E-02	-2.42E-01
0.46	1.29E-02	-2.37E-01
0.465	8.55E-03	-1.94E-01
0.47	3.82E-03	7.92E-03
0.475	-7.54E-04	8.68E-02
0.48	-2.39E-03	3.65E-02
0.485	-5.11E-03	1.08E-01
0.49	-5.08E-03	1.41E-01
0.495	-5.47E-03	1.39E-01
0.5	-6.28E-03	1.44E-01
0.505	-6.03E-03	1.28E-01
0.51	-6.53E-03	9.85E-02
0.515	-4.94E-03	6.27E-02
0.52	-8.33E-03	1.69E-02
0.525	-4.39E-03	-3.43E-02
0.53	2.05E-02	-9.00E-02
0.535	2.75E-02	-1.46E-01
0.54	2.22E-02	-2.00E-01
0.545	2.96E-02	-2.50E-01
0.55	2.84E-02	-2.91E-01
0.555	3.07E-02	-3.23E-01
0.56	2.60E-02	-3.48E-01
0.565	3.72E-02	-3.45E-01
0.57	8.43E-02	-3.09E-01
0.575	1.06E-01	-2.61E-01
0.58	1.57E-01	-1.53E-01
0.585	1.79E-01	-6.49E-02
0.59	1.28E-01	3.83E-02
0.595	1.23E-01	1.30E-01
0.6	9.69E-02	1.64E-01
0.605	6.25E-02	2.11E-01
0.61	6.46E-02	1.93E-01
0.615	3.59E-02	1.85E-01
0.62	-5.62E-03	1.63E-01
0.625	-2.56E-02	1.30E-01
0.63	-4.41E-02	1.30E-01
0.635	-6.18E-02	1.04E-01
0.64	-5.77E-02	6.25E-02
0.645	-6.25E-02	5.52E-02
0.65	-6.70E-02	9.24E-02
0.655	-6.45E-02	9.56E-02
0.66	-6.71E-02	1.25E-01
0.665	-6.58E-02	1.32E-01
0.67	-6.55E-02	7.70E-02
0.675	-6.54E-02	5.02E-02
0.68	-6.55E-02	-3.59E-02
0.685	-6.03E-02	-8.84E-02
0.69	-7.29E-02	-1.22E-01
0.695	-5.28E-02	-1.50E-01
0.7	2.37E-02	-7.36E-02
0.705	6.26E-02	-5.04E-02
0.71	1.34E-01	-8.85E-03
0.715	1.84E-01	4.18E-02
0.72	1.63E-01	2.21E-02
0.725	1.82E-01	5.18E-02
0.73	1.75E-01	8.33E-02
0.735	1.57E-01	9.35E-02
0.74	1.37E-01	1.20E-01
0.745	1.09E-01	1.40E-01
0.75	1.10E-01	1.34E-01
0.755	8.03E-02	1.52E-01
0.76	1.96E-03	2.49E-01
0.765	-2.41E-02	2.57E-01
0.77	-1.13E-02	1.77E-01
0.775	-3.29E-02	1.66E-01
0.78	-3.25E-02	1.38E-01
0.785	-2.80E-02	7.08E-02
0.79	-4.25E-02	2.19E-02
0.795	-3.02E-02	-6.09E-02
0.8	-1.05E-02	-2.31E-01
0.805	1.42E-02	-3.22E-01
0.81	7.17E-02	-3.77E-01
0.815	1.15E-01	-4.44E-01
0.82	1.68E-01	-4.10E-01
0.825	2.13E-01	-3.99E-01
0.83	2.28E-01	-3.65E-01
0.835	2.55E-01	-3.00E-01
0.84	2.50E-01	-2.34E-01
0.845	2.57E-01	-1.52E-01
0.85	2.82E-01	-6.80E-02
0.855	2.84E-01	1.60E-02
0.86	3.10E-01	9.46E-02
0.865	3.06E-01	1.68E-01
0.87	2.66E-01	2.25E-01
0.875	2.39E-01	2.66E-01
0.88	1.63E-01	2.99E-01
0.885	1.21E-01	3.02E-01
0.89	8.42E-02	2.04E-01
0.895	5.95E-02	1.78E-01
0.9	1.56E-01	2.16E-01
0.905	1.69E-01	1.78E-01
0.91	1.39E-01	1.90E-01
0.915	1.67E-01	1.63E-01
0.92	1.57E-01	7.99E-02
0.925	1.49E-01	1.69E-02
0.93	1.72E-01	-1.45E-01
0.935	1.46E-01	-2.36E-01
0.94	6.34E-02	-2.89E-01
0.945	2.29E-02	-3.46E-01
0.95	-5.60E-02	-2.89E-01
0.955	-1.02E-01	-2.56E-01
0.96	-6.52E-02	-1.68E-01
0.965	-7.28E-02	-7.69E-02
0.97	-4.07E-02	1.14E-02
0.975	-5.38E-03	9.91E-02
0.98	2.00E-02	1.23E-01
0.985	5.34E-02	1.75E-01
0.99	6.54E-02	1.84E-01
0.995	7.95E-02	2.00E-01
1	6.91E-02	2.41E-01
1.005	6.24E-02	2.55E-01
1.01	4.51E-02	2.85E-01
1.015	3.89E-02	2.72E-01
1.02	8.35E-03	3.42E-01
1.025	3.44E-02	2.75E-01
