0	-0.0628	-0.211
0.005	-0.0727	-0.256
0.01	-0.0592	-0.244
0.015	-0.0322	-0.215
0.02	0.0052	-0.163
0.025	0.0474	-0.0825
0.03	0.0759	-0.016
0.035	0.0786	-0.00753
0.04	0.0676	-0.0356
0.045	0.0632	-0.0477
0.05	0.0675	-0.0358
0.055	0.0694	-0.0289
0.06	0.0658	-0.0361
0.065	0.063	-0.0406
0.07	0.0635	-0.0365
0.075	0.0635	-0.0339
0.08	0.0615	-0.0368
0.085	0.0602	-0.0384
0.09	0.0603	-0.0367
0.095	0.0604	-0.0355
0.1	0.0601	-0.036
0.105	0.0602	-0.036
0.11	0.0608	-0.0351
0.115	0.0613	-0.0343
0.12	0.0616	-0.0343
0.125	0.0617	-0.034
0.13	0.0619	-0.0338
0.135	0.0617	-0.0336
0.14	0.0616	-0.0336
0.145	0.0613	-0.0337
0.15	0.0611	-0.0341
0.155	0.0609	-0.0345
0.16	0.0608	-0.035
0.165	0.0607	-0.0355
0.17	0.0607	-0.0359
0.175	0.0606	-0.0362
0.18	0.0606	-0.0363
0.185	0.0605	-0.036
0.19	0.0605	-0.0357
0.195	0.0604	-0.0351
0.2	0.0603	-0.0346
0.205	0.0601	-0.034
0.21	0.06	-0.0338
0.215	0.0597	-0.0336
0.22	0.0596	-0.0337
0.225	0.0594	-0.0338
0.23	0.0594	-0.0341
0.235	0.0594	-0.0343
0.24	0.0594	-0.0345
0.245	0.0594	-0.0345
0.25	0.0595	-0.0343
0.255	0.0596	-0.0338
0.26	0.0598	-0.0333
0.265	0.0599	-0.0325
0.27	0.0601	-0.0317
0.275	0.0603	-0.0311
0.28	0.0606	-0.0309
0.285	0.0607	-0.0311
0.29	0.061	-0.0319
0.295	0.0611	-0.033
0.3	0.0613	-0.0342
0.305	0.0612	-0.0352
0.31	0.0612	-0.036
0.315	0.061	-0.0362
0.32	0.061	-0.036
0.325	0.0609	-0.0352
0.33	0.0609	-0.0342
0.335	0.0609	-0.033
0.34	0.061	-0.032
0.345	0.0609	-0.0314
0.35	0.061	-0.0313
0.355	0.0609	-0.0318
0.36	0.061	-0.0327
0.365	0.0608	-0.0338
0.37	0.0607	-0.0352
0.375	0.0603	-0.0364
0.38	0.06	-0.0377
0.385	0.0594	-0.0387
0.39	0.059	-0.0396
0.395	0.0584	-0.0401
0.4	0.0581	-0.0402
0.405	0.058	-0.0397
0.41	0.0582	-0.0388
0.415	0.0588	-0.0375
0.42	0.0596	-0.036
0.425	0.0607	-0.0344
0.43	0.062	-0.033
0.435	0.0632	-0.0316
0.44	0.0644	-0.0303
0.445	0.0653	-0.029
0.45	0.0664	-0.0277
0.455	0.0673	-0.0262
0.46	0.0682	-0.0247
0.465	0.0686	-0.0232
0.47	0.0685	-0.0224
0.475	0.0674	-0.022
0.48	0.0657	-0.0225
0.485	0.0633	-0.0236
0.49	0.0604	-0.0255
0.495	0.0572	-0.0278
0.5	0.0541	-0.0302
0.505	0.0509	-0.0324
0.51	0.0481	-0.0341
0.515	0.0451	-0.0354
0.52	0.0426	-0.0363
0.525	0.0402	-0.0366
0.53	0.0387	-0.0366
0.535	0.0382	-0.0363
0.54	0.0394	-0.0359
0.545	0.0422	-0.0354
0.55	0.0466	-0.0351
0.555	0.0518	-0.0349
0.56	0.0575	-0.035
