0	-0.003652963	0.000116822	0.003155197	0.006920171	-0.012331647	-0.00217093	0.011056853	0.001962693	-0.001731516	-0.009782177
0.005	-0.009124746	-5.51785E-05	0.008076305	0.016876479	-0.029962611	-0.00480912	0.02673519	0.004887442	-0.004094853	-0.024200055
0.01	-0.008321495	-0.000553068	0.007688876	0.01482528	-0.02610083	-0.003576779	0.023159878	0.004368529	-0.003377864	-0.021827714
0.015	-0.008654622	-0.000989865	0.008317028	0.014956866	-0.026104088	-0.003106511	0.023161739	0.004363696	-0.00317781	-0.022649755
0.02	-0.008564688	-0.001414178	0.008616511	0.014270179	-0.024663484	-0.002483524	0.021962286	0.004024158	-0.002746551	-0.022473953
0.025	-0.008658908	-0.001809644	0.009106789	0.013896265	-0.023785771	-0.002032447	0.021355213	0.003683589	-0.00238264	-0.022902304
0.03	-0.008646362	-0.002183851	0.009531555	0.013329983	-0.022494105	-0.001606308	0.020416759	0.003207362	-0.001966939	-0.023147863
0.035	-0.008675727	-0.002524995	0.010018409	0.012905154	-0.021340802	-0.001258711	0.019640878	0.0026847	-0.00158551	-0.023635016
0.04	-0.008628798	-0.002811019	0.01047247	0.012402008	-0.020007883	-0.000965194	0.018745917	0.002033499	-0.001187937	-0.024073279
0.045	-0.008576076	-0.003025853	0.010964529	0.011861548	-0.018745705	-0.000759222	0.018017977	0.001255428	-0.000811787	-0.024633859
0.05	-0.008496539	-0.003184981	0.011481581	0.01114293	-0.017411847	-0.000688771	0.017324317	0.000332527	-0.000457741	-0.025173413
0.055	-0.008445036	-0.003333426	0.012060802	0.010350762	-0.016105792	-0.00076686	0.016729013	-0.000657647	-0.000178979	-0.025751943
0.06	-0.008381325	-0.00351328	0.012654388	0.009568048	-0.014719225	-0.00101073	0.016016943	-0.001646562	2.32171E-05	-0.026237049
0.065	-0.008268147	-0.003720637	0.013224827	0.008924669	-0.013313236	-0.001362529	0.015192681	-0.002589968	0.000164689	-0.026609649
0.07	-0.008035793	-0.003901995	0.013733892	0.008350357	-0.011874016	-0.001833338	0.014206903	-0.003527567	0.000314261	-0.026764731
0.075	-0.007693678	-0.003993339	0.014220779	0.0076922	-0.010497234	-0.002399636	0.013220093	-0.004513514	0.000505864	-0.026715138
