LNEC Test File eXtractor

File: rinaldi_0.DRV

Created in: 2025-07-09 15:39:24.049645

Number of channels: 3

Name:	DispT	DispL	DispV
Type:	Displacement	Displacement	Displacement
Unit:	m	m	m
No. of Samples:	3001	3001	3001
Time step [s]:	0.005	0.005	0.005
Trigger date:	1970-01-01	1970-01-01	1970-01-01
Trigger time:	00:00:00.000000	00:00:00.000000	00:00:00.000000
Duration [s]:	15.0	15.0	15.0
Data:
DispT	DispL	DispV
1.861744599155964e-07	1.127206851473259e-08	0.0
1.861744599155964e-07	1.127206851473259e-08	0.0
1.861744599155964e-07	8.852971988068038e-07	0.0
-3.4315681080815877e-07	2.633347459390946e-06	0.0
-3.4315681080815877e-07	6.129447980559231e-06	0.0
-3.4315681080815877e-07	1.0499573632019586e-05	0.0
1.861744599155964e-07	1.4869699283479943e-05	0.0
1.774168272086862e-06	2.0113850065232373e-05	0.0
3.8914933549818825e-06	2.53580008469848e-05	0.0
7.067480979324415e-06	2.9728126498445156e-05	0.0
1.07727998743907e-05	3.4098252149905506e-05	0.0
1.394878749873323e-05	3.846837780136586e-05	0.0
1.7124775123075765e-05	4.283850345282622e-05	0.0
2.0300762747418295e-05	4.7208629104286574e-05	0.0
2.2418087830313316e-05	5.245277988603901e-05	0.0
2.4006081642484582e-05	5.7696930667791426e-05	0.0
2.506474418393209e-05	6.20670563192518e-05	0.0
2.5594075454655845e-05	6.731120710100421e-05	0.0
2.6652737996103357e-05	7.168133275246456e-05	0.0
2.7182069266827112e-05	7.692548353421699e-05	0.0
2.7711400537550866e-05	8.129560918567735e-05	0.0
2.7711400537550866e-05	8.566573483713771e-05	0.0
2.7182069266827112e-05	9.003586048859806e-05	0.0
2.6652737996103357e-05	9.440598614005842e-05	0.0
2.506474418393209e-05	9.965013692181085e-05	0.0
2.3476750371760824e-05	0.0001040202625732712	0.0
2.0830094018142052e-05	0.00010839038822473156	0.0
1.7654106393799516e-05	0.00011276051387619192	0.0
1.394878749873323e-05	0.00011538258926706812	0.0
1.0243468603666944e-05	0.00011713063952765227	0.0
6.008818437876904e-06	0.00011713063952765227	0.0
1.244837001363107e-06	0.00011713063952765227	0.0
-4.048475705874445e-06	0.00011713063952765227	0.0
-9.341788413111998e-06	0.00011713063952765227	0.0
-1.5164432391073305e-05	0.00011713063952765227	0.0
-2.2045738910482124e-05	0.0001162566143973602	0.0
-2.9456376700614696e-05	0.00011538258926706812	0.0
-3.739634576147102e-05	0.00011450856413677605	0.0
-4.5865646093051105e-05	0.00011276051387619192	0.0
-5.5393608966078704e-05	0.00011101246361560776	0.0
-6.545090310983005e-05	0.00010839038822473156	0.0
-7.55081972535814e-05	0.00010576831283385535	0.0
-8.662415393878026e-05	0.00010314623744297913	0.0
-9.774011062397912e-05	9.965013692181085e-05	0.0
-0.00010938539857990173	9.702806153093462e-05	0.0
-0.00012050135526510059	9.440598614005842e-05	0.0
-0.00013214664322102322	9.090988561889013e-05	0.0
-0.00014432126244766957	8.828781022801393e-05	0.0
-0.00015649588167431595	8.566573483713771e-05	0.0
-0.00016919983217168608	8.216963431596943e-05	0.0
-0.0001819037826690562	7.867353379480114e-05	0.0
-0.00019566639570787385	7.517743327363286e-05	0.0
-0.000210487671288139	7.168133275246456e-05	0.0
-0.00022530894686840412	6.818523223129628e-05	0.0
-0.0002411888849901168	6.4689131710128e-05	0.0
-0.0002575981543825532	6.20670563192518e-05	0.0
-0.00027453675504571337	5.8570955798083505e-05	0.0
-0.0002914753557088735	5.594888040720729e-05	0.0
-0.00030841395637203365	5.332680501633107e-05	0.0
-0.00032535255703519385	5.070472962545486e-05	0.0
-0.00034176182642763026	4.8082654234578647e-05	0.0
-0.0003581710958200667	4.546057884370244e-05	0.0
-0.0003740510339417794	4.283850345282622e-05	0.0
-0.00038940164079276823	4.0216428061950004e-05	0.0
-0.00040369358510230965	3.672032754078172e-05	0.0
-0.000417985529411851	3.322422701961344e-05	0.0
-0.00043121881117994486	2.885410136815308e-05	0.0
-0.00044392276167731505	2.3609950586400654e-05	0.0
-0.0004566267121746852	1.9239824934940297e-05	0.0
-0.00046880133140133153	1.3121649022895801e-05	0.0
-0.00048044661935725416	7.877498241143373e-06	0.0
-0.0004920919073131768	2.633347459390946e-06	0.0
-0.0005037371952690994	-1.7367781920694096e-06	0.0
-0.0005153824832250221	-6.106903843529765e-06	0.0
-0.0005264984399102208	-1.1351054625282193e-05	0.0
-0.0005376143965954197	-1.659520540703462e-05	0.0
-0.0005487303532806186	-2.1839356188787045e-05	0.0
-0.0005598463099658175	-2.8831557231123618e-05	0.0
-0.0005709622666510162	-3.669778340375226e-05	0.0
-0.0005820782233362152	-4.543803470667297e-05	0.0
-0.0005937235112921377	-5.592633627017783e-05	0.0
-0.0006058981305187842	-6.641463783368267e-05	0.0
-0.0006180727497454305	-7.865098965777168e-05	0.0
-0.0006313060315135244	-9.088734148186068e-05	0.0
-0.0006440099820108944	-0.00010399771843624175	0.0
-0.0006572432637789884	-0.00011885614565120694	0.0
-0.0006704765455470823	-0.00013371457286617217	0.0
-0.0006831804960444524	-0.00014944702521142944	0.0
-0.0006958844465418225	-0.0001651794775566867	0.0
-0.0007080590657684689	-0.00018265998016252813	0.0
-0.0007202336849951152	-0.0001992664576380775	0.0
-0.0007318789729510379	-0.00021762098537421099	0.0
-0.0007429949296362367	-0.0002351014879800524	0.0
-0.0007541108863214355	-0.00025345601571618594	0.0
-0.0007641681804651869	-0.00027093651832202733	0.0
-0.0007736961433382145	-0.00028841702092786877	0.0
-0.0007832241062112421	-0.0003058975235337102	0.0
-0.0007922227378135459	-0.00032162997587896746	0.0
-0.000800692038145126	-0.00033736242822422476	0.0
-0.0008086320072059824	-0.00035222085543918996	0.0
-0.0008165719762668386	-0.00036620525752386306	0.0
-0.0008234532827862476	-0.00038018965960853626	0.0
-0.0008303345893056563	-0.00039417406169320936	0.0
-0.0008372158958250652	-0.00040903248890817456	0.0
-0.0008435678710737502	-0.0004230168909928477	0.0
-0.000850449177593159	-0.00043787531820781297	0.0
-0.0008573304841125679	-0.0004527337454227781	0.0
-0.0008652704531734241	-0.00046671814750745127	0.0
-0.0008732104222342804	-0.0004798285244618323	0.0
-0.0008816797225658606	-0.0004929389014162134	0.0
-0.0008901490228974407	-0.0005051752532403025	0.0
-0.0008996769857704683	-0.0005156635548038073	0.0
-0.000908675617372772	-0.0005270258814976043	0.0
-0.0009187329115165235	-0.000536640157930817	0.0
-0.0009287902056602748	-0.0005462544343640298	0.0
-0.0009393768310747499	-0.0005558687107972425	0.0
-0.0009504927877599488	-0.0005646089621001632	0.0
-0.0009621380757158714	-0.000573349213403084	0.0
-0.0009743126949425178	-0.0005812154395757127	0.0
-0.0009870166454398878	-0.0005882076406180493	0.0
-0.000999720595937258	-0.0005943258165300937	0.0
-0.001012953877705352	-0.0005995699673118461	0.0
-0.0010267164907441695	-0.0006048141180935986	0.0
-0.0010420670975951586	-0.0006091842437450589	0.0
-0.001057947035716871	-0.0006135543693965192	0.0
-0.001075414967650755	-0.0006179244950479796	0.0
-0.0010939415621260863	-0.0006231686458297319	0.0
-0.0011129974878721417	-0.0006301608468720685	0.0
-0.0011331120761596443	-0.0006371530479144052	0.0
-0.0011526973331764231	-0.0006458932992173259	0.0
-0.001172811921463926	-0.0006555075756505387	0.0
-0.0011923971784807048	-0.0006651218520837514	0.0
-0.0012109237729560362	-0.0006756101536472563	0.0
-0.0012294503674313677	-0.0006869724803410532	0.0
-0.0012469182993652516	-0.0006992088321651422	0.0
-0.0012649155625698593	-0.0007123192091195233	0.0
-0.0012823834945037433	-0.0007254295860739043	0.0
-0.001299851426437627	-0.0007402880132888695	0.0
-0.0013178486896422347	-0.0007560204656341269	0.0
-0.0013358459528468424	-0.000771752917979384	0.0
-0.0013538432160514501	-0.0007874853703246414	0.0
-0.0013713111479853341	-0.0008040918478001908	0.0
-0.0013893084111899418	-0.000819824300145448	0.0
-0.0014073056743945495	-0.0008346827273604133	0.0
-0.0014247736063284333	-0.0008504151797056705	0.0
-0.0014422415382623172	-0.0008643995817903436	0.0
-0.001460238801466925	-0.0008783839838750169	0.0
-0.0014782360646715326	-0.0008906203356991058	0.0
-0.001497291990417588	-0.0009028566875231948	0.0
-0.0015158185848929194	-0.0009142190142169917	0.0
-0.0015354038419096983	-0.0009238332906502045	0.0
-0.0015549890989264771	-0.0009334475670834172	0.0
-0.0015745743559432562	-0.000942187818386338	0.0
-0.0015957476067722063	-0.0009509280696892587	0.0
-0.0016174501888718803	-0.0009579202707315953	0.0
-0.0016407407647837256	-0.000965786496904224	0.0
-0.001665619334507742	-0.0009727786979465605	0.0
-0.0016920858980439297	-0.000980644924119189	0.0
-0.0017206697866630125	-0.000988511150291818	0.0
-0.001749783006552819	-0.0009972514015947386	0.0
-0.001779954888984073	-0.0010068656780279513	0.0
-0.0018106561026860512	-0.001016479954461164	0.0
-0.001841357316388029	-0.001027842281154961	0.0
-0.0018720585300900066	-0.0010400786329790499	0.0
-0.0019022304125212606	-0.001052314984803139	0.0
-0.0019329316262232383	-0.001066299386887812	0.0
-0.0019631035086544926	-0.0010802837889724852	0.0
-0.0019938047223564703	-0.0010960162413177425	0.0
-0.002024505936058448	-0.0011126227187932918	0.0
-0.0020552071497604257	-0.0011301032213991333	0.0
-0.0020859083634624034	-0.0011484577491352667	0.0
-0.0021166095771643816	-0.0011676863020016923	0.0
-0.0021473107908663593	-0.00118778887999841	0.0
-0.0021785413358390605	-0.0012087654831254198	0.0
-0.0022092425495410387	-0.0012297420862524293	0.0
-0.0022399437632430164	-0.001250718689379439	0.0
-0.0022701156456742706	-0.001272569317636741	0.0
-0.0023008168593762483	-0.0012944199458940426	0.0
-0.002330988741807502	-0.0013162705741513446	0.0
-0.0023611606242387563	-0.0013381212024086461	0.0
-0.002391861837940734	-0.001359971830665948	0.0
-0.0024220337203719883	-0.0013809484337929576	0.0
-0.002452205602803242	-0.0014010510117896753	0.0
-0.0024823774852344963	-0.001421153589786393	0.0
-0.0025120200363950265	-0.0014403821426528186	0.0
-0.0025411332562848333	-0.001459610695519244	0.0
-0.0025702464761746396	-0.0014788392483856697	0.0
-0.0025988303647937225	-0.0014971937761218033	0.0
-0.0026274142534128053	-0.0015155483038579367	0.0
-0.0026554688107611646	-0.0015339028315940703	0.0
-0.0026835233681095235	-0.0015522573593302036	0.0
-0.0027115779254578824	-0.0015688638368057531	0.0
-0.0027396324828062417	-0.0015854703142813024	0.0
-0.0027676870401546006	-0.0016012027666265597	0.0
-0.0027952122662322355	-0.0016151871687112326	0.0
-0.002822737492309871	-0.001629171570795906	0.0
-0.0028507920496582298	-0.0016431559728805791	0.0
-0.0028777879444651412	-0.0016580144000955443	0.0
-0.002905313170542777	-0.0016728728273105095	0.0
-0.002932838396620412	-0.0016894793047860588	0.0
-0.0029598342914273234	-0.0017060857822616083	0.0
-0.002987359517504959	-0.0017235662848674497	0.0
-0.0030154140748533177	-0.0017410467874732912	0.0
-0.0030434686322016766	-0.0017585272900791326	0.0
-0.0030731111833622073	-0.0017760077926849739	0.0
-0.003103283065793461	-0.0017943623204211075	0.0
-0.0031350429420368866	-0.0018118428230269488	0.0
-0.0031678614808217593	-0.0018293233256327904	0.0
-0.0032022680134188037	-0.0018476778533689237	0.0
-0.003237733208557295	-0.0018660323811050573	0.0
-0.0032737277349665105	-0.0018852609339714828	0.0
-0.0033107809239171734	-0.0019053635119682005	0.0
-0.0033483634441385597	-0.0019263401150952102	0.0
-0.0033859459643599465	-0.001949064768482804	0.0
-0.003423528484581333	-0.001973537472130982	0.0
-0.00346111100480272	-0.00199801017577916	0.0
-0.0034986935250241064	-0.002024230929687922	0.0
-0.0035357467139747693	-0.0020495776584663924	0.0
-0.003572799902925432	-0.002075798412375154	0.0
-0.003609323760605371	-0.0021020191662839164	0.0
-0.0036458476182853103	-0.0021282399201926787	0.0
-0.0036823714759652492	-0.002153586648971149	0.0
-0.0037188953336451886	-0.002177185327489035	0.0
-0.0037554191913251275	-0.0021999099808766285	0.0
-0.0037924723802757907	-0.002220886584003638	0.0
-0.0038289962379557296	-0.0022392411117397714	0.0
-0.003865520095635669	-0.002254973564085029	0.0
-0.0039015146220448844	-0.0022715800415605784	0.0
-0.0039353918233712044	-0.0022873124939058356	0.0
-0.0039682103621560775	-0.0023047929965116774	0.0
-0.003999440907128779	-0.002324895574508395	0.0
-0.0040290834582893086	-0.0023476202278959885	0.0
-0.004058196678179115	-0.0023712189064138745	0.0
-0.004087309898068922	-0.0023956916100620522	0.0
-0.004116423117958728	-0.0024201643137102304	0.0
-0.004146065669119259	-0.002444637017358408	0.0
-0.004176237551550513	-0.0024682356958762946	0.0
-0.004206938765252491	-0.0024909603492638877	0.0
-0.004237639978954468	-0.002514559027781774	0.0
-0.0042683411926564465	-0.002537283681169368	0.0
-0.004299571737629148	-0.0025608823596872535	0.0
-0.004331331613872573	-0.0025844810382051396	0.0
-0.004363620821386722	-0.0026089537418533177	0.0
-0.004396439360171595	-0.002632552420371204	0.0
-0.004430316561497915	-0.002655277073758798	0.0
-0.004464193762824236	-0.0026780017271463914	0.0
-0.0044986002954212805	-0.002698978330273401	0.0
-0.004533536159289048	-0.002719954933400411	0.0
-0.004568472023156816	-0.0027400575113971284	0.0
-0.004603937218295308	-0.002759286064263554	0.0
-0.004639931744704523	-0.0027776405919996876	0.0
-0.004676984933655186	-0.002795121094605529	0.0
-0.0047150967851472955	-0.0028134756223416623	0.0
-0.004754267299180854	-0.002830956124947504	0.0
-0.004793967144485135	-0.0028484366275533454	0.0
-0.0048357843148723115	-0.0028659171301591868	0.0
-0.004878130816530212	-0.00288427165789532	0.0
-0.004922065312000284	-0.0029035002107617456	0.0
-0.004967587801282526	-0.0029236027887584635	0.0
-0.0050141689531062175	-0.002943705366755181	0.0
-0.005062338098742079	-0.002966430020142775	0.0
-0.005111036575648664	-0.0029891546735303686	0.0
-0.0051607937150966975	-0.0030145014023088387	0.0
-0.0052105508545447305	-0.003039848131087309	0.0
-0.005260837325263488	-0.003067816935256655	0.0
-0.005311123795982244	-0.003096659764556293	0.0
-0.005360880935430277	-0.003127250644116516	0.0
-0.005410638074878311	-0.0031595895739373226	0.0
-0.005460395214326344	-0.0031928025288884216	0.0
-0.005509093691232929	-0.0032286375592303963	0.0
-0.005557792168139514	-0.003264472589572371	0.0
-0.005606490645046099	-0.0033020556701749302	0.0
