26.031250 	 31.000000 	 23.000000 	 FALSE 
26.031250 	 31.000000 	 23.000000 	 FALSE 
26.031250 	 31.000000 	 23.000000 	 FALSE 
25.542969 	 31.000000 	 23.000000 	 FALSE 
25.542969 	 31.000000 	 23.000000 	 FALSE 
25.542969 	 31.000000 	 23.000000 	 FALSE 
25.542969 	 31.000000 	 23.000000 	 FALSE 
23.589844 	 31.000000 	 23.000000 	 FALSE 
23.589844 	 31.000000 	 23.000000 	 FALSE 
23.589844 	 31.000000 	 23.000000 	 FALSE 
23.589844 	 31.000000 	 23.000000 	 FALSE 
23.589844 	 31.000000 	 23.000000 	 FALSE 
23.589844 	 31.000000 	 23.000000 	 FALSE 
24.566406 	 31.000000 	 23.000000 	 FALSE 
26.519531 	 31.000000 	 23.000000 	 FALSE 
27.984375 	 31.000000 	 23.000000 	 FALSE 
28.472656 	 31.000000 	 23.000000 	 FALSE 
27.984375 	 31.000000 	 23.000000 	 FALSE 
27.984375 	 31.000000 	 23.000000 	 FALSE 
27.496094 	 31.000000 	 23.000000 	 FALSE 
27.496094 	 31.000000 	 23.000000 	 FALSE 
28.960937 	 31.000000 	 23.000000 	 FALSE 
31.402344 	 31.000000 	 23.000000 	 TRUE 
28.472656 	 28.000000 	 23.000000 	 TRUE 
28.960937 	 28.000000 	 23.000000 	 TRUE 
29.449219 	 28.000000 	 24.000000 	 TRUE 
30.425781 	 28.000000 	 25.000000 	 TRUE 
30.914062 	 28.000000 	 26.000000 	 TRUE 
30.914062 	 28.000000 	 26.000000 	 TRUE 
30.914062 	 28.000000 	 27.000000 	 TRUE 
30.425781 	 28.000000 	 27.000000 	 TRUE 
29.937500 	 28.000000 	 27.000000 	 TRUE 
29.449219 	 28.000000 	 27.000000 	 TRUE 
29.937500 	 28.000000 	 27.000000 	 TRUE 
30.914062 	 28.000000 	 27.000000 	 TRUE 
31.402344 	 28.000000 	 27.000000 	 TRUE 
31.890625 	 28.000000 	 27.000000 	 TRUE 
31.402344 	 28.000000 	 27.000000 	 TRUE 
30.914062 	 28.000000 	 27.000000 	 TRUE 
30.914062 	 29.000000 	 27.000000 	 TRUE 
29.937500 	 29.000000 	 27.000000 	 TRUE 
29.937500 	 29.000000 	 27.000000 	 TRUE 
29.937500 	 29.000000 	 27.000000 	 TRUE 
29.449219 	 29.000000 	 27.000000 	 TRUE 
29.937500 	 29.000000 	 27.000000 	 TRUE 
30.914062 	 29.000000 	 27.000000 	 TRUE 
30.914062 	 29.000000 	 27.000000 	 TRUE 
30.425781 	 29.000000 	 27.000000 	 TRUE 
29.937500 	 29.000000 	 27.000000 	 TRUE 
