Frequency [Hz] - Plot 0	Magnitude - Plot 0	Frequency [Hz] - Plot 1	Magnitude - Plot 1	
15.064103	0.0882235			
15.128205	0.0875129			
15.192308	0.0867591			
15.25641	0.0859666			
15.320513	0.0852761			
15.384615	0.0846611			
15.448718	0.0839371			
15.512821	0.0829944			
15.576923	0.0823781			
15.641026	0.0816844			
15.705128	0.0811106			
15.769231	0.080327			
15.833333	0.0797635			
15.897436	0.079021			
15.961538	0.0784447			
16.025641	0.0777755			
16.089744	0.0770855			
16.153846	0.0765199			
16.217949	0.075827			
16.282051	0.0752896			
16.346154	0.0745338			
16.410256	0.0740538			
16.474359	0.0734826			
16.538462	0.0728976			
16.602564	0.0722179			
16.666667	0.0717218			
16.730769	0.0711371			
16.794872	0.0704725			
16.858974	0.0699985			
16.923077	0.0694958			
16.987179	0.0688816			
17.051282	0.0682839			
17.115385	0.0679617			
17.179487	0.0673286			
17.24359	0.0667795			
17.307692	0.0663647			
17.371795	0.0657758			
17.435897	0.0652928			
17.5	0.0647965			
17.564103	0.0643457			
17.628205	0.0637679			
17.692308	0.0633662			
17.75641	0.0628697			
17.820513	0.062444			
17.884615	0.0618484			
17.948718	0.0615995			
18.012821	0.0610128			
18.076923	0.0605918			
18.141026	0.0601286			
18.205128	0.0596803			
18.269231	0.0592206			
18.333333	0.0588226			
18.397436	0.0583818			
18.461538	0.0580335			
18.525641	0.0574593			
18.589744	0.0571833			
18.653846	0.0567826			
18.717949	0.0563536			
18.782051	0.0558661			
18.846154	0.0555606			
18.910256	0.0551609			
18.974359	0.0546569			
19.038462	0.0544365			
19.102564	0.0541207			
19.166667	0.053604			
19.230769	0.0532044			
19.294872	0.0528423			
19.358974	0.052507			
19.423077	0.0521733			
19.487179	0.0517314			
19.551282	0.0514812			
19.615385	0.0511163			
19.679487	0.0507124			
19.74359	0.0503657			
19.807692	0.0500665			
19.871795	0.0496871			
19.935897	0.0493557			
20	0.0490271			
20.064103	0.0487334			
20.128205	0.0484343			
20.192308	0.0480168			
20.25641	0.0476527			
20.320513	0.0474168			
20.384615	0.0471882			
20.448718	0.0467872			
20.512821	0.0465212			
20.576923	0.0461785			
20.641026	0.0458367			
20.705128	0.045626			
20.769231	0.0452631			
20.833333	0.0450313			
20.897436	0.0447314			
20.961538	0.0444152			
21.025641	0.0441716			
21.089744	0.0438358			
21.153846	0.0435481			
21.217949	0.0433095			
21.282051	0.0430298			
21.346154	0.0427336			
21.410256	0.0424914			
21.474359	0.0422556			
21.538462	0.0419333			
21.602564	0.0416498			
21.666667	0.0414536			
21.730769	0.0411317			
21.794872	0.0409506			
21.858974	0.0406223			
21.923077	0.0403955			
21.987179	0.0401732			
22.051282	0.0398951			
22.115385	0.0396486			
22.179487	0.0394063			
22.24359	0.0391675			
22.307692	0.0389717			
22.371795	0.0387185			
22.435897	0.0384653			
22.5	0.0382152			
22.564103	0.0379967			
22.628205	0.0378057			
22.692308	0.0375287			
22.75641	0.03732			
22.820513	0.0371252			
22.884615	0.0369065			
22.948718	0.0366933			
23.012821	0.0364239			
23.076923	0.0362414			
23.141026	0.03597			
23.205128	0.035811			
23.269231	0.0356184			
23.333333	0.0353746			
23.397436	0.0351769			
23.461538	0.0350188			
23.525641	0.0347691			
23.589744	0.0345768			
23.653846	0.0343587			
23.717949	0.0341842			
23.782051	0.0339602			
23.846154	0.0337686			
23.910256	0.0336081			
23.974359	0.0333953			
24.038462	0.0332128			
24.102564	0.0329758			
24.166667	0.0328188			
24.230769	0.0326393			
24.294872	0.032459			
24.358974	0.0322901			
24.423077	0.0320973			
24.487179	0.0319113			
24.551282	0.0317182			
24.615385	0.0315492			
24.679487	0.0314059			
24.74359	0.0312209			
24.807692	0.0310276			
24.871795	0.0308668			
24.935897	0.0306979			
25	0.030537			
25.064103	0.0303578			
25.128205	0.0301924			
25.192308	0.0300262			
25.25641	0.0298648			
25.320513	0.029706			
25.384615	0.0295587			
25.448718	0.0293485			
25.512821	0.0292467			
25.576923	0.0290613			
25.641026	0.0288925			
25.705128	0.0287439			
25.769231	0.0285817			
25.833333	0.0284195			
25.897436	0.0283205			
25.961538	0.0280994			
26.025641	0.0279925			
26.089744	0.027827			
26.153846	0.0277198			
26.217949	0.0275375			
26.282051	0.027409			
26.346154	0.027268			
26.410256	0.0270717			
26.474359	0.0269603			
26.538462	0.0268464			
26.602564	0.0267056			
26.666667	0.0265146			
26.730769	0.026412			
26.794872	0.0262983			
26.858974	0.0261233			
26.923077	0.0260233			
26.987179	0.0258764			
27.051282	0.0257371			
27.115385	0.025607			
27.179487	0.0254662			
27.24359	0.0253331			
27.307692	0.0252022			
27.371795	0.0250745			
27.435897	0.0249576			
27.5	0.0248345			
27.564103	0.0247043			
27.628205	0.024558			
27.692308	0.0244842			
27.75641	0.0243298			
27.820513	0.0242139			
27.884615	0.024076			
27.948718	0.0239634			
28.012821	0.0238431			
28.076923	0.0237279			
28.141026	0.0236216			
28.205128	0.0234913			
28.269231	0.0233516			
28.333333	0.023262			
28.397436	0.0231546			
28.461538	0.0230466			
28.525641	0.0229032			
28.589744	0.0227949			
28.653846	0.0226864			
28.717949	0.0225762			
28.782051	0.0224637			
28.846154	0.0223679			
28.910256	0.0222726			
28.974359	0.0221364			
29.038462	0.0220437			
29.102564	0.0219299			
29.166667	0.0218441			
29.230769	0.0217326			
29.294872	0.0216014			
29.358974	0.0215124			
29.423077	0.0214051			
29.487179	0.0213006			
29.551282	0.0212082			
29.615385	0.0211189			
29.679487	0.0210305			
29.74359	0.0209126			
29.807692	0.0207999			
29.871795	0.0207298			
29.935897	0.0206152			
30	0.020507			
30.064103	0.0204014			
30.128205	0.0203201			
30.192308	0.0202491			
30.25641	0.0201288			
30.320513	0.0200437			
30.384615	0.0199223			
30.448718	0.0198296			
30.512821	0.0197602			
30.576923	0.0196714			
30.641026	0.0195723			
30.705128	0.019481			
30.769231	0.0194095			
30.833333	0.0193178			
30.897436	0.0192063			
30.961538	0.0191182			
31.025641	0.0190361			
31.089744	0.0189534			
31.153846	0.0188569			
31.217949	0.0187944			
31.282051	0.0187036			
31.346154	0.0185935			
31.410256	0.0185169			
31.474359	0.0184272			
31.538462	0.0183647			
31.602564	0.0182868			
31.666667	0.0181858			
31.730769	0.0180942			
31.794872	0.0180077			
31.858974	0.0179462			
31.923077	0.0178714			
31.987179	0.0177763			
32.051282	0.0177133			
32.115385	0.0176263			
32.179487	0.0175569			
32.24359	0.0174934			
32.307692	0.0173875			
32.371795	0.0173195			
32.435897	0.0172545			
32.5	0.0171484			
32.564103	0.0170921			
32.628205	0.0170177			
32.692308	0.0169219			
32.75641	0.0168678			
32.820513	0.016792			
32.884615	0.0167033			
32.948718	0.0166405			
33.012821	0.01658			
33.076923	0.0165158			
33.141026	0.0164316			
33.205128	0.0163589			
33.269231	0.016292			
33.333333	0.0162153			
33.397436	0.0161776			
33.461538	0.0160592			
33.525641	0.0159834			
33.589744	0.0159415			
33.653846	0.0158566			
33.717949	0.0157849			
33.782051	0.015716			
33.846154	0.0156484			
33.910256	0.0155972			
33.974359	0.0155223			
34.038462	0.0154635			
34.102564	0.0154019			
34.166667	0.0153438			
34.230769	0.015269			
34.294872	0.0152013			
34.358974	0.0151352			
34.423077	0.0150574			
34.487179	0.0150174			
34.551282	0.0149729			
34.615385	0.0148832			
34.679487	0.014803			
34.74359	0.0147592			
34.807692	0.0146957			
34.871795	0.0146405			
34.935897	0.0145768			
35	0.0145201			
35.064103	0.0144669			
35.128205	0.0143995			
35.192308	0.0143303			
35.25641	0.0142701			
35.320513	0.0142084			
35.384615	0.0141532			
35.448718	0.0140834			
35.512821	0.0140346			
35.576923	0.0139743			
35.641026	0.0139325			
35.705128	0.0138717			
35.769231	0.0138317			
35.833333	0.013749			
35.897436	0.0137106			
35.961538	0.0136364			
36.025641	0.0135833			
36.089744	0.0135089			
36.153846	0.0134684			
36.217949	0.0134294			
36.282051	0.0133657			
36.346154	0.0133088			
36.410256	0.0132569			
36.474359	0.0131981			
36.538462	0.0131618			
36.602564	0.0131069			
36.666667	0.013041			
36.730769	0.0129911			
36.794872	0.0129474			
36.858974	0.0128853			
36.923077	0.0128585			
36.987179	0.0127844			
37.051282	0.0127401			
37.115385	0.012689			
37.179487	0.0126424			
37.24359	0.0125871			
37.307692	0.0125442			
37.371795	0.0124759			
37.435897	0.0124387			
37.5	0.0123709			
37.564103	0.012314			
37.628205	0.0122847			
37.692308	0.0122293			
37.75641	0.0121827			
37.820513	0.0121363			
37.884615	0.0121013			
37.948718	0.0120553			
38.012821	0.0120137			
38.076923	0.0119595			
38.141026	0.0119131			
38.205128	0.0118668			
38.269231	0.0118319			
38.333333	0.0117798			
38.397436	0.0117395			
38.461538	0.0116934			
38.525641	0.0116318			
38.589744	0.0115938			
38.653846	0.0115318			
38.717949	0.0114993			
38.782051	0.0114512			
38.846154	0.0114122			
38.910256	0.0113742			
38.974359	0.011334			
39.038462	0.0112874			
39.102564	0.0112365			
39.166667	0.0111966			
39.230769	0.0111645			
39.294872	0.0111164			
39.358974	0.0110748			
39.423077	0.0110086			
39.487179	0.0109839			
39.551282	0.0109633			
39.615385	0.010917			
39.679487	0.0108548			
39.74359	0.0108052			
39.807692	0.0107663			
39.871795	0.0107433			
39.935897	0.0106864			
40	0.010654			
