time    PosT    PosL    PosV    accT    accL    accV
0.000    0.000000000000000000    0.000000000000000000    0.000000000000000000    -0.156792543450864214    0.428346298026920203    0.000000000000000000
0.005    0.000000909660300427    -0.000001425861152620    0.000000000000000000    -0.156792543450864214    0.428346298026920203    0.000000000000000000
0.010    -0.000002100492985417    0.000007856935145432    0.000000000000000000    -0.916515375787782971    2.124397398722181585    0.000000000000000000
0.015    -0.000028023530665956    0.000070249666411540    0.000000000000000000    -1.169371104251239357    2.691011819544740558    0.000000000000000000
0.020    -0.000083180845952777    0.000199917693166265    0.000000000000000000    -0.756699611163910046    1.779494127198929299    0.000000000000000000
0.025    -0.000157255651518694    0.000374073073100964    0.000000000000000000    0.074371337952313529    -0.071551567403640770    0.000000000000000000
0.030    -0.000229471173635804    0.000546439663850572    0.000000000000000000    0.950279265113685101    -2.042912975214333571    0.000000000000000000
0.035    -0.000277929714125072    0.000667733430219822    0.000000000000000000    1.531964638090167696    -3.372515613358864073    0.000000000000000000
0.040    -0.000288089138662086    0.000704714306255100    0.000000000000000000    1.622752215292256439    -3.618786453732569353    0.000000000000000000
0.045    -0.000257679757816793    0.000651225520947064    0.000000000000000000    1.228544645196351315    -2.784231478548206962    0.000000000000000000
0.050    -0.000196556760841592    0.000528130948675322    0.000000000000000000    0.532753547557150209    -1.268105795491480281    0.000000000000000000
0.055    -0.000122114925177461    0.000373333731516294    0.000000000000000000    -0.190031011980702880    0.328220746389248752    0.000000000000000000
0.060    -0.000052423864812848    0.000226742033016997    0.000000000000000000    -0.689723780767253491    1.446263550134753384    0.000000000000000000
0.065    0.000000024101032583    0.000116306923271068    0.000000000000000000    -0.833936001632124890    1.779457914927475182    0.000000000000000000
0.070    0.000031623666837211    0.000050358261398327    0.000000000000000000    -0.641333865920026058    1.362080917069233843    0.000000000000000000
0.075    0.000047189885993839    0.000018461622452316    0.000000000000000000    -0.258338440816230697    0.515248271193757601    0.000000000000000000
0.080    0.000056297644130061    -0.000000553809713851    0.000000000000000000    0.114782075758631419    -0.314107208264664373    0.000000000000000000
0.085    0.000068274954160248    -0.000027421922086634    0.000000000000000000    0.309945953914476324    -0.749875617486352231    0.000000000000000000
0.090    0.000088000913038298    -0.000073036924896576    0.000000000000000000    0.256579659217490541    -0.634761778672839116    0.000000000000000000
