LNEC Test File eXtractor

File: sylmar.tgt

Created in: 2025-07-10 11:33:59.237271

Number of channels: 6

Name:	DispT	DispL	DispV	AccT	AccL	AccV
Type:	Displacement	Displacement	Displacement	Acceleration	Acceleration	Acceleration
Unit:	m	m	m	m/s^2	m/s^2	m/s^2
No. of Samples:	6000	6000	6000	6000	6000	6000
Time step [s]:	0.005	0.005	0.005	0.005	0.005	0.005
Trigger date:	1970-01-01	1970-01-01	1970-01-01	1970-01-01	1970-01-01	1970-01-01
Trigger time:	00:00:00.000000	00:00:00.000000	00:00:00.000000	00:00:00.000000	00:00:00.000000	00:00:00.000000
Duration [s]:	29.995	29.995	29.995	29.995	29.995	29.995
Data:
DispT	DispL	DispV	AccT	AccL	AccV
3.1160849772844995e-06	-1.0604555457354373e-06	0.0	7.736206054671046e-05	-3.173828124974065e-05	0.0
3.1160849772844995e-06	-1.0604555457354373e-06	0.0	7.736206054671046e-05	-3.173828124974065e-05	0.0
3.1160849772844995e-06	-1.0604555457354373e-06	0.0	0.06349044799804672	0.06982666015625026	0.0
3.1160849772844995e-06	-1.0604555457354373e-06	0.0	0.06965560913085922	0.07260986328125026	0.0
3.1160849772844995e-06	8.277761895823018e-06	0.0	0.06833450317382797	0.06593017578125027	0.0
1.3169864996853869e-05	8.277761895823018e-06	0.0	0.06172897338867172	0.05298828125000026	0.0
1.3169864996853869e-05	1.7615979337381474e-05	0.0	0.05358215332031234	0.03865478515625026	0.0
2.322364501642324e-05	2.695419677893993e-05	0.0	0.046536254882812336	0.026965332031250257	0.0
3.327742503599261e-05	3.629241422049839e-05	0.0	0.04257293701171859	0.02042480468750026	0.0
4.3331205055561976e-05	4.563063166205684e-05	0.0	0.041692199707031086	0.01875488281250026	0.0
5.3384985075131345e-05	5.49688491036153e-05	0.0	0.041912384033202965	0.01986816406250026	0.0
6.343876509470071e-05	6.430706654517376e-05	0.0	0.041692199707031086	0.02098144531250026	0.0
8.354632513383946e-05	7.364528398673222e-05	0.0	0.039049987792968595	0.020563964843750258	0.0
9.360010515340882e-05	8.298350142829067e-05	0.0	0.03442611694335921	0.01805908203125026	0.0
0.00011370766519254756	9.232171886984912e-05	0.0	0.02892150878906234	0.01444091796875026	0.0
0.00012376144521211694	0.00010165993631140758	0.0	0.024517822265624836	0.01096191406250026	0.0
0.00014386900525125568	0.00011099815375296604	0.0	0.02319671630859359	0.00859619140625026	0.0
0.00016397656529039439	0.00012967458863608294	0.0	0.02583892822265609	0.007622070312500259	0.0
0.0001740303453099638	0.00013901280607764142	0.0	0.03310501098632797	0.007761230468750259	0.0
0.00019413790534910253	0.00014835102351919984	0.0	0.04433441162109359	0.00803955078125026	0.0
0.00021424546538824124	0.0001670274584023168	0.0	0.05820602416992172	0.00803955078125026	0.0
0.00023435302542737998	0.00017636567584387522	0.0	0.07339874267578109	0.00720458984375026	0.0
0.0002645143654860881	0.0001857038932854337	0.0	0.0892520141601561	0.005812988281250259	0.0
0.00028462192552522686	0.0002043803281685506	0.0	0.1051052856445311	0.004560546875000259	0.0
0.00031478326558393496	0.00021371854561010907	0.0	0.11897689819335922	0.0035864257812502592	0.0
0.00034494460564264305	0.00023239498049322597	0.0	0.13196777343749985	0.0024731445312502595	0.0
0.00037510594570135114	0.00024173319793478442	0.0	0.1429769897460936	0.0008032226562502593	0.0
0.0004153210657796286	0.0002604096328179013	0.0	0.1500228881835936	-0.0018408203124997407	0.0
0.00045553618585790614	0.0002697478502594598	0.0	0.15310546874999986	-0.005598144531249741	0.0
0.0005058050859557529	0.00027908606770101824	0.0	0.1509036254882811	-0.01019042968749974	0.0
0.0005460202060340305	0.0002977625025841352	0.0	0.1449586486816405	-0.01492187499999974	0.0
0.0006063428861514467	0.0003071007200256936	0.0	0.13306869506835922	-0.018261718749999743	0.0
0.0006566117862492935	0.00031643893746725204	0.0	0.11809616088867173	-0.01923583984374974	0.0
0.0007169344663667097	0.000335115372350369	0.0	0.10004104614257797	-0.017148437499999742	0.0
0.0007772571464841259	0.0003444535897919274	0.0	0.08088500976562485	-0.01144287109374974	0.0
0.0008375798266015422	0.0003537918072334859	0.0	0.060848236083984215	-0.0032324218749997407	0.0
0.0009079562867385277	0.00036313002467504437	0.0	0.040150909423827964	0.005952148437500259	0.0
0.000968278966855944	0.0003724682421166028	0.0	0.018132476806640464	0.01360595703125026	0.0
0.0010386554269929296	0.00039114467699971975	0.0	-0.00520706176757829	0.017641601562500258	0.0
0.0011090318871299152	0.00040048289444127817	0.0	-0.03008789062500017	0.01666748046875026	0.0
0.0011693545672473314	0.00040982111188283665	0.0	-0.05518890380859392	0.01082275390625026	0.0
0.0012296772473647476	0.00042849754676595354	0.0	-0.07786788940429705	0.0019165039062502593	0.0
0.0013000537075017332	0.000437835764207512	0.0	-0.0950422668457033	-0.0071289062499997405	0.0
0.0013603763876191492	0.0004471739816490705	0.0	-0.10406982421875018	-0.01255615234374974	0.0
0.0014106452877169961	0.0004565121990906289	0.0	-0.10296890258789079	-0.01060791015624974	0.0
0.0014709679678344123	0.0004751886339737458	0.0	-0.09063858032226581	0.00038574218750025936	0.0
0.0015212368679322593	0.0004845268514153043	0.0	-0.06928070068359392	0.02014648437500026	0.0
0.001571505768030106	0.0004938650688568627	0.0	-0.04241821289062517	0.04616943359375026	0.0
0.001621774668127953	0.0005125415037399797	0.0	-0.014674987792968915	0.07427978515625026	0.0
0.0016720435682257998	0.0005218797211815381	0.0	0.009325103759765462	0.10002441406250026	0.0
0.0017223124683236467	0.000540556156064655	0.0	0.02539855957031234	0.12006347656250027	0.0
0.0017725813684214935	0.0005685708083893304	0.0	0.032004089355468585	0.13203125000000027	0.0
0.0018228502685193404	0.0005872472432724473	0.0	0.029361877441406087	0.13495361328125025	0.0
0.0018731191686171872	0.0006152618955971227	0.0	0.020334320068359214	0.12994384765625025	0.0
0.001923388068715034	0.000643276547921798	0.0	0.008224182128906085	0.11797607421875027	0.0
0.001973656968812881	0.0006806294176880319	0.0	-0.0034455871582032903	0.09946777343750027	0.0
0.0020239258689107274	0.0007179822874542656	0.0	-0.011152038574218917	0.07344482421875026	0.0
0.002084248549028144	0.0007553351572204995	0.0	-0.013353881835937666	0.04046386718750026	0.0
0.002134517449125991	0.0007926880269867333	0.0	-0.008950195312500166	0.0005249023437502593	0.0
0.002184786349223838	0.0008300408967529671	0.0	0.0009580993652342105	-0.04484130859374974	0.0
0.0022350552493216845	0.000867393766519201	0.0	0.015049896240234211	-0.09132080078124975	0.0
