LNEC Test File eXtractor

File: LAquilaReducedScale_0.drv

Created in: 2025-06-12 16:32:19.062020

Number of channels: 3

Name:	DispT	DispL	DispV
Type:	Displacement	Displacement	Displacement
Unit:	m	m	m
No. of Samples:	8982	8982	8982
Time step [s]:	0.005	0.005	0.005
Trigger date:	1970-01-01	1970-01-01	1970-01-01
Trigger time:	00:00:00.000000	00:00:00.000000	00:00:00.000000
Duration [s]:	44.905	44.905	44.905
Data:
DispT	DispL	DispV
3.1623420065728905e-07	0.0	0.0
3.1623420065728905e-07	0.0	0.0
3.1623420065728905e-07	0.0	0.0
3.1623420065728905e-07	0.0	0.0
3.1623420065728905e-07	0.0	0.0
3.1623420065728905e-07	0.0	0.0
3.1623420065728905e-07	0.0	0.0
3.1623420065728905e-07	0.0	0.0
3.1623420065728905e-07	0.0	0.0
3.1623420065728905e-07	0.0	0.0
3.1623420065728905e-07	0.0	0.0
-6.939841537300902e-08	0.0	0.0
-6.939841537300902e-08	0.0	0.0
-6.939841537300902e-08	0.0	0.0
-6.939841537300902e-08	0.0	0.0
-6.939841537300902e-08	0.0	0.0
-6.939841537300902e-08	0.0	0.0
-6.939841537300902e-08	0.0	0.0
-6.939841537300902e-08	0.0	0.0
-6.939841537300902e-08	0.0	0.0
-6.939841537300902e-08	0.0	0.0
-6.939841537300902e-08	0.0	0.0
-6.939841537300902e-08	0.0	0.0
-6.939841537300902e-08	0.0	0.0
-6.939841537300902e-08	0.0	0.0
-6.939841537300902e-08	0.0	0.0
-6.939841537300902e-08	0.0	0.0
-6.939841537300902e-08	0.0	0.0
-6.939841537300902e-08	0.0	0.0
-6.939841537300902e-08	0.0	0.0
-6.939841537300902e-08	0.0	0.0
-6.939841537300902e-08	0.0	0.0
-6.939841537300902e-08	0.0	0.0
-6.939841537300902e-08	0.0	0.0
-6.939841537300902e-08	0.0	0.0
-6.939841537300902e-08	0.0	0.0
-6.939841537300902e-08	0.0	0.0
-4.5503103140330717e-07	0.0	0.0
-4.5503103140330717e-07	0.0	0.0
-4.5503103140330717e-07	0.0	0.0
-4.5503103140330717e-07	0.0	0.0
-4.5503103140330717e-07	0.0	0.0
-4.5503103140330717e-07	0.0	0.0
-4.5503103140330717e-07	0.0	0.0
-4.5503103140330717e-07	0.0	0.0
-4.5503103140330717e-07	0.0	0.0
-4.5503103140330717e-07	0.0	0.0
-4.5503103140330717e-07	0.0	0.0
-4.5503103140330717e-07	0.0	0.0
-4.5503103140330717e-07	0.0	0.0
-4.5503103140330717e-07	0.0	0.0
-8.406636474336053e-07	0.0	0.0
-8.406636474336053e-07	0.0	0.0
-8.406636474336053e-07	0.0	0.0
-8.406636474336053e-07	0.0	0.0
-8.406636474336053e-07	0.0	0.0
-8.406636474336053e-07	0.0	0.0
-8.406636474336053e-07	0.0	0.0
-8.406636474336053e-07	0.0	0.0
-8.406636474336053e-07	0.0	0.0
-8.406636474336053e-07	0.0	0.0
-8.406636474336053e-07	0.0	0.0
-8.406636474336053e-07	0.0	0.0
-1.2262962634639033e-06	0.0	0.0
-1.2262962634639033e-06	0.0	0.0
-1.2262962634639033e-06	0.0	0.0
-1.2262962634639033e-06	0.0	0.0
-1.2262962634639033e-06	0.0	0.0
-1.2262962634639033e-06	0.0	0.0
-1.2262962634639033e-06	0.0	0.0
-1.2262962634639033e-06	0.0	0.0
-1.2262962634639033e-06	0.0	0.0
-1.6119288794942016e-06	0.0	0.0
-1.6119288794942016e-06	0.0	0.0
-1.6119288794942016e-06	0.0	0.0
-1.6119288794942016e-06	0.0	0.0
-1.6119288794942016e-06	0.0	0.0
-1.6119288794942016e-06	0.0	0.0
-1.6119288794942016e-06	0.0	0.0
-1.6119288794942016e-06	0.0	0.0
-1.6119288794942016e-06	0.0	0.0
-1.9975614955244997e-06	0.0	0.0
-1.9975614955244997e-06	0.0	0.0
-1.9975614955244997e-06	0.0	0.0
-1.9975614955244997e-06	0.0	0.0
-1.9975614955244997e-06	0.0	0.0
-1.9975614955244997e-06	0.0	0.0
-1.9975614955244997e-06	0.0	0.0
-1.9975614955244997e-06	0.0	0.0
-2.3831941115547975e-06	0.0	0.0
-2.3831941115547975e-06	0.0	0.0
-2.3831941115547975e-06	0.0	0.0
-2.3831941115547975e-06	0.0	0.0
-2.3831941115547975e-06	0.0	0.0
-2.3831941115547975e-06	0.0	0.0
-2.3831941115547975e-06	0.0	0.0
-2.7688267275850958e-06	0.0	0.0
-2.7688267275850958e-06	0.0	0.0
-2.7688267275850958e-06	0.0	0.0
-2.7688267275850958e-06	0.0	0.0
-2.7688267275850958e-06	0.0	0.0
-2.7688267275850958e-06	0.0	0.0
-2.7688267275850958e-06	0.0	0.0
-3.154459343615394e-06	0.0	0.0
-3.154459343615394e-06	0.0	0.0
-3.154459343615394e-06	0.0	0.0
-3.154459343615394e-06	0.0	0.0
-3.154459343615394e-06	0.0	0.0
-3.154459343615394e-06	0.0	0.0
-3.154459343615394e-06	0.0	0.0
-3.540091959645692e-06	0.0	0.0
-3.540091959645692e-06	0.0	0.0
-3.540091959645692e-06	0.0	0.0
-3.540091959645692e-06	0.0	0.0
-3.540091959645692e-06	0.0	0.0
-3.540091959645692e-06	0.0	0.0
-3.92572457567599e-06	0.0	0.0
-3.92572457567599e-06	0.0	0.0
-3.92572457567599e-06	0.0	0.0
-3.92572457567599e-06	0.0	0.0
-3.92572457567599e-06	0.0	0.0
-3.92572457567599e-06	0.0	0.0
-4.3113571917062884e-06	0.0	0.0
-4.3113571917062884e-06	0.0	0.0
-4.3113571917062884e-06	0.0	0.0
-4.3113571917062884e-06	0.0	0.0
-4.3113571917062884e-06	0.0	0.0
-4.3113571917062884e-06	0.0	0.0
-4.696989807736587e-06	0.0	0.0
-4.696989807736587e-06	0.0	0.0
-4.696989807736587e-06	0.0	0.0
-4.696989807736587e-06	0.0	0.0
