LNEC Test File eXtractor

File: pink_noise_40Hz_T3mm_acq.txt.acq

Created in: 2025-06-05 14:01:36.160523

Number of channels: 6

Name:	PosT	PosL	PosV	accT	accL	accV
Type:	Displacement	Displacement	Displacement	Acceleration	Acceleration	Acceleration
Unit:	m	m	m	m/s^2	m/s^2	m/s^2
No. of Samples:	32768	32768	32768	32768	32768	32768
Time step [s]:	0.005	0.005	0.005	0.005	0.005	0.005
Trigger date:	1970-01-01	1970-01-01	1970-01-01	1970-01-01	1970-01-01	1970-01-01
Trigger time:	00:00:00.000000	00:00:00.000000	00:00:00.000000	00:00:00.000000	00:00:00.000000	00:00:00.000000
Duration [s]:	163.835	163.835	163.835	163.835	163.835	163.835
Data:
PosT	PosL	PosV	accT	accL	accV
-2.325561523432341e-05	0.0	0.0	0.1858765356445883	0.0	0.0
-2.325561523432341e-05	0.0	0.0	0.1858765356445883	0.0	0.0
-2.325561523432341e-05	0.0	0.0	0.1858765356445883	0.0	0.0
4.4954223632864096e-05	0.0	0.0	0.1405419006348227	0.0	0.0
4.4954223632864096e-05	0.0	0.0	0.09520726562505706	0.0	0.0
4.4954223632864096e-05	0.0	0.0	0.09520726562505706	0.0	0.0
4.4954223632864096e-05	0.0	0.0	0.04987263061529144	0.0	0.0
0.0001131640625000516	0.0	0.0	0.0045379956055258165	0.0	0.0
0.0001131640625000516	0.0	0.0	0.0045379956055258165	0.0	0.0
0.0001131640625000516	0.0	0.0	0.0045379956055258165	0.0	0.0
0.0001813739013672391	0.0	0.0	-0.040796639404239804	0.0	0.0
0.0001813739013672391	0.0	0.0	-0.040796639404239804	0.0	0.0
0.0001813739013672391	0.0	0.0	-0.040796639404239804	0.0	0.0
0.0001813739013672391	0.0	0.0	-0.040796639404239804	0.0	0.0
0.0002495837402344266	0.0	0.0	-0.040796639404239804	0.0	0.0
0.0002495837402344266	0.0	0.0	-0.040796639404239804	0.0	0.0
0.0002495837402344266	0.0	0.0	-0.040796639404239804	0.0	0.0
0.0002495837402344266	0.0	0.0	-0.040796639404239804	0.0	0.0
0.0002495837402344266	0.0	0.0	-0.040796639404239804	0.0	0.0
0.0003177935791016141	0.0	0.0	-0.040796639404239804	0.0	0.0
0.0003177935791016141	0.0	0.0	0.0045379956055258165	0.0	0.0
0.0003177935791016141	0.0	0.0	0.0045379956055258165	0.0	0.0
0.0003177935791016141	0.0	0.0	0.0045379956055258165	0.0	0.0
0.0003177935791016141	0.0	0.0	-0.040796639404239804	0.0	0.0
0.0003177935791016141	0.0	0.0	0.0045379956055258165	0.0	0.0
0.0003177935791016141	0.0	0.0	0.04987263061529144	0.0	0.0
0.0003177935791016141	0.0	0.0	0.0045379956055258165	0.0	0.0
0.0003860034179688016	0.0	0.0	0.0045379956055258165	0.0	0.0
0.0003860034179688016	0.0	0.0	0.0045379956055258165	0.0	0.0
0.0003860034179688016	0.0	0.0	0.0045379956055258165	0.0	0.0
0.0003860034179688016	0.0	0.0	0.04987263061529144	0.0	0.0
0.0003860034179688016	0.0	0.0	0.09520726562505706	0.0	0.0
0.0003860034179688016	0.0	0.0	0.04987263061529144	0.0	0.0
0.0003860034179688016	0.0	0.0	0.04987263061529144	0.0	0.0
0.00045421325683598913	0.0	0.0	0.04987263061529144	0.0	0.0
0.00045421325683598913	0.0	0.0	-0.040796639404239804	0.0	0.0
0.00045421325683598913	0.0	0.0	-0.17680054443353665	0.0	0.0
0.00045421325683598913	0.0	0.0	-0.08613127441400542	0.0	0.0
0.0005224230957031767	0.0	0.0	0.0045379956055258165	0.0	0.0
0.0005224230957031767	0.0	0.0	-0.040796639404239804	0.0	0.0
0.0005224230957031767	0.0	0.0	-0.040796639404239804	0.0	0.0
0.0005224230957031767	0.0	0.0	-0.13146590942377104	0.0	0.0
0.0005224230957031767	0.0	0.0	-0.08613127441400542	0.0	0.0
0.0005224230957031767	0.0	0.0	-0.040796639404239804	0.0	0.0
0.0005224230957031767	0.0	0.0	-0.13146590942377104	0.0	0.0
0.0005224230957031767	0.0	0.0	-0.040796639404239804	0.0	0.0
0.0005224230957031767	0.0	0.0	-0.040796639404239804	0.0	0.0
0.0005224230957031767	0.0	0.0	0.04987263061529144	0.0	0.0
0.0005224230957031767	0.0	0.0	0.1405419006348227	0.0	0.0
0.0005224230957031767	0.0	0.0	0.1405419006348227	0.0	0.0
0.0005224230957031767	0.0	0.0	-0.08613127441400542	0.0	0.0
0.0005224230957031767	0.0	0.0	-0.040796639404239804	0.0	0.0
0.0005224230957031767	0.0	0.0	0.04987263061529144	0.0	0.0
0.0005224230957031767	0.0	0.0	-0.08613127441400542	0.0	0.0
0.0005224230957031767	0.0	0.0	-0.040796639404239804	0.0	0.0
0.0005224230957031767	0.0	0.0	0.09520726562505706	0.0	0.0
0.0005224230957031767	0.0	0.0	0.1405419006348227	0.0	0.0
0.0005224230957031767	0.0	0.0	0.1858765356445883	0.0	0.0
0.0005224230957031767	0.0	0.0	0.23121117065435393	0.0	0.0
0.0005906329345703641	0.0	0.0	0.09520726562505706	0.0	0.0
0.0005906329345703641	0.0	0.0	0.23121117065435393	0.0	0.0
0.0005906329345703641	0.0	0.0	0.32188044067388516	0.0	0.0
0.0006588427734375516	0.0	0.0	0.04987263061529144	0.0	0.0
0.0006588427734375516	0.0	0.0	0.5032189807129477	0.0	0.0
0.0007270526123047391	0.0	0.0	0.32188044067388516	0.0	0.0
0.0007952624511719267	0.0	0.0	0.04987263061529144	0.0	0.0
0.0008634722900391141	0.0	0.0	0.0045379956055258165	0.0	0.0
0.0008634722900391141	0.0	0.0	-0.494142989501896	0.0	0.0
