time    PosT    PosL    PosV    accT    accL    accV
0.000    0.000000000000000000    0.000000000000000000    0.000000000000000000    -0.110599577370949456    -0.348611741215814119    0.000000000000000000
0.005    -0.000001386820825961    -0.000003227547219545    0.000000000000000000    -0.110599577370949456    -0.348611741215814119    0.000000000000000000
0.010    -0.000005538631086196    -0.000015170387969485    0.000000000000000000    0.095340116694893257    -0.117992358830521782    0.000000000000000000
0.015    -0.000007306938429059    -0.000030063037690189    0.000000000000000000    0.211782068743735757    0.080333525384853652    0.000000000000000000
0.020    -0.000003780694053328    -0.000042947349276271    0.000000000000000000    0.164197893469304329    0.110243392926945197    0.000000000000000000
0.025    0.000003850497659135    -0.000053075576039179    0.000000000000000000    0.006803948754204582    0.003471674072444138    0.000000000000000000
0.030    0.000011651788090453    -0.000063117010950277    0.000000000000000000    -0.166406294129578358    -0.153475919406495992    0.000000000000000000
0.035    0.000015292921168532    -0.000076995343846537    0.000000000000000000    -0.270871545256248181    -0.270045285215520570    0.000000000000000000
0.040    0.000012162265615205    -0.000097624808873184    0.000000000000000000    -0.265590353144989799    -0.290162947960296902    0.000000000000000000
0.045    0.000002391851233253    -0.000125508347598840    0.000000000000000000    -0.168961901821125998    -0.214354840052395190    0.000000000000000000
0.050    -0.000011602610694227    -0.000158750757325805    0.000000000000000000    -0.039251409434874013    -0.087843277220275365    0.000000000000000000
0.055    -0.000026578357857579    -0.000194189248983277    0.000000000000000000    0.059594075376804292    0.024581302519811801    0.000000000000000000
0.060    -0.000040064253136511    -0.000229013208077753    0.000000000000000000    0.087497464995767729    0.074581915547943869    0.000000000000000000
0.065    -0.000051362711790549    -0.000261972619283531    0.000000000000000000    0.045361297058655936    0.052008433283738401    0.000000000000000000
0.070    -0.000061527138018120    -0.000293631819657216    0.000000000000000000    -0.030637251914795473    -0.015243106920000485    0.000000000000000000
0.075    -0.000072457495543561    -0.000325672097703901    0.000000000000000000    -0.091626104139366865    -0.079845892069407745    0.000000000000000000
0.080    -0.000085678505672487    -0.000359708523052321    0.000000000000000000    -0.103505024263348094    -0.101692117422456749    0.000000000000000000
0.085    -0.000101487141407996    -0.000396287251336302    0.000000000000000000    -0.062501555717262527    -0.070761573251064580    0.000000000000000000
0.090    -0.000118858316036436    -0.000434635018951560    0.000000000000000000    0.005262486105385563    -0.004702612400712698    0.000000000000000000
0.095    -0.000136097928512242    -0.000473100351876835    0.000000000000000000    0.063386494061509716    0.060705243802459861    0.000000000000000000
0.100    -0.000151752878636511    -0.000510048053707049    0.000000000000000000    0.082013870234731626    0.090747780256302230    0.000000000000000000
0.105    -0.000165357482004911    -0.000544727061030856    0.000000000000000000    0.056885849683731150    0.075053835227154198    0.000000000000000000
0.110    -0.000177539939131217    -0.000577529722473984    0.000000000000000000    0.007860389648359310    0.027061174179840788    0.000000000000000000
0.115    -0.000189525886516315    -0.000609655854562616    0.000000000000000000    -0.035266378375905856    -0.022978841780958194    0.000000000000000000
0.120    -0.000202393493360810    -0.000642356457695771    0.000000000000000000    -0.048062546823322921    -0.046142927191679221    0.000000000000000000
0.125    -0.000216462663875889    -0.000676210634008719    0.000000000000000000    -0.024984867195639329    -0.032140188891481396    0.000000000000000000
0.130    -0.000231156456070858    -0.000710868315043954    0.000000000000000000    0.018542721538461437    0.008756190067612211    0.000000000000000000
0.135    -0.000245386680227366    -0.000745307091327498    0.000000000000000000    0.056688778994459697    0.051947796127563284    0.000000000000000000
0.140    -0.000258199684909012    -0.000778447172707853    0.000000000000000000    0.067887396159546115    0.072655870889605678    0.000000000000000000
0.145    -0.000269315504686670    -0.000809770857315969    0.000000000000000000    0.047379218404924955    0.060891723455335986    0.000000000000000000
0.150    -0.000279246844004205    -0.000839572248837700    0.000000000000000000    0.007657958442555245    0.024836087517670496    0.000000000000000000
0.155    -0.000288986734360675    -0.000868752738171490    0.000000000000000000    -0.027066118087402773    -0.014323562621356735    0.000000000000000000
0.160    -0.000299403277669331    -0.000898291316570814    0.000000000000000000    -0.038487247192371850    -0.034425128912192807    0.000000000000000000
0.165    -0.000310782002157796    -0.000928690523192943    0.000000000000000000    -0.022413239157428010    -0.026410423150792332    0.000000000000000000
0.170    -0.000322721057625197    -0.000959749990393842    0.000000000000000000    0.009337790071103913    0.003076100274432281    0.000000000000000000
0.175    -0.000334426668340820    -0.000990732555087880    0.000000000000000000    0.038727642033547102    0.034952672042743924    0.000000000000000000
0.180    -0.000345164088005605    -0.001020841302980849    0.000000000000000000    0.047836189397488030    0.050509441383633433    0.000000000000000000
0.185    -0.000354705602935452    -0.001049687314839227    0.000000000000000000    0.032793817761726532    0.041381287176718226    0.000000000000000000
0.190    -0.000363427272421256    -0.001077498794518187    0.000000000000000000    0.003211331490290872    0.013445943052954254    0.000000000000000000
0.195    -0.000372068658619803    -0.001104974125620824    0.000000000000000000    -0.022985384015260235    -0.017449422760242722    0.000000000000000000
0.200    -0.000381284679418731    -0.001132885692292467    0.000000000000000000    -0.031376636829361440    -0.033273809870691673    0.000000000000000000
0.205    -0.000391285116138394    -0.001161629104210876    0.000000000000000000    -0.018395526909461852    -0.026969975127294835    0.000000000000000000
0.210    -0.000401745441030793    -0.001191046765507469    0.000000000000000000    0.007709912974356112    -0.003803714110411568    0.000000000000000000
0.215    -0.000412013018098833    -0.001220559519656821    0.000000000000000000    0.031224255187028895    0.022487910548742163    0.000000000000000000
0.220    -0.000421499988787197    -0.001249510076042455    0.000000000000000000    0.037063501966856906    0.035520016903201751    0.000000000000000000
0.225    -0.000430060371926390    -0.001277572632005509    0.000000000000000000    0.022036664638677012    0.027788743857870210    0.000000000000000000
0.230    -0.000438069838449616    -0.001304940469372116    0.000000000000000000    -0.004087602287114987    0.004697494331764446    0.000000000000000000
0.235    -0.000446181495030020    -0.001332190869380429    0.000000000000000000    -0.028288099201431802    -0.020096679489711722    0.000000000000000000
0.240    -0.000455000354090460    -0.001359943686375985    0.000000000000000000    -0.036505483377009901    -0.032598927733355418    0.000000000000000000
0.245    -0.000464731850235325    -0.001388511476564875    0.000000000000000000    -0.025224877799130598    -0.025876567728202321    0.000000000000000000
0.250    -0.000475093968325168    -0.001417726180946970    0.000000000000000000    -0.000846026863856285    -0.004442858284169765    0.000000000000000000
0.255    -0.000485477237086607    -0.001447051956786169    0.000000000000000000    0.022993093844062094    0.018819700230640612    0.000000000000000000
0.260    -0.000495285678501945    -0.001475907240119602    0.000000000000000000    0.031175539016545413    0.030475896713212658    0.000000000000000000
0.265    -0.000504314731441870    -0.001504000626035205    0.000000000000000000    0.020566735276124348    0.023911030342452233    0.000000000000000000
0.270    -0.000512829615999891    -0.001531496236192246    0.000000000000000000    -0.000820709284833458    0.002526837948142388    0.000000000000000000
0.275    -0.000521365018290033    -0.001558928675400584    0.000000000000000000    -0.021170225870939183    -0.020242542744589032    0.000000000000000000
0.280    -0.000530429676226949    -0.001586867178177537    0.000000000000000000    -0.030004518916924329    -0.031598929472768586    0.000000000000000000
0.285    -0.000540244447136787    -0.001615595654191308    0.000000000000000000    -0.021716076854614436    -0.025948983406950954    0.000000000000000000
0.290    -0.000550602119967991    -0.001644972854790254    0.000000000000000000    -0.002277177616168483    -0.006772097817329265    0.000000000000000000
0.295    -0.000561016722239600    -0.001674519357834633    0.000000000000000000    0.017950373275656996    0.015086168696039001    0.000000000000000000
0.300    -0.000570982565179317    -0.001703688706661611    0.000000000000000000    0.026316184419871921    0.027232581310404624    0.000000000000000000
0.305    -0.000580290503508537    -0.001732177240955828    0.000000000000000000    0.018609616208213955    0.022550314914505584    0.000000000000000000
0.310    -0.000589133201432551    -0.001760102017377183    0.000000000000000000    0.000151570091204596    0.004992028229972717    0.000000000000000000
0.315    -0.000597972110104286    -0.001787901993092789    0.000000000000000000    -0.017757022440388279    -0.015602257936904451    0.000000000000000000
0.320    -0.000607254944337030    -0.001816092025256818    0.000000000000000000    -0.025536573784856048    -0.026908015983255484    0.000000000000000000
0.325    -0.000617176192914396    -0.001844954757820427    0.000000000000000000    -0.018658833043296193    -0.023237474908637326    0.000000000000000000
0.330    -0.000627563912317844    -0.001874398427256753    0.000000000000000000    -0.001789369642800180    -0.007344427095231851    0.000000000000000000
0.335    -0.000637996365962362    -0.001904025707370459    0.000000000000000000    0.014976690819309621    0.012006901923778887    0.000000000000000000
0.340    -0.000648054402336398    -0.001933352814936071    0.000000000000000000    0.022889473684319962    0.023528819174016904    0.000000000000000000
0.345    -0.000657540201868325    -0.001962091702022333    0.000000000000000000    0.017658058044591092    0.021372362452986432    0.000000000000000000
0.350    -0.000666584549949137    -0.001990296280047270    0.000000000000000000    0.003499641587564883    0.006268555984637048    0.000000000000000000
0.355    -0.000675541406990261    -0.002018344144172591    0.000000000000000000    -0.011475935509479285    -0.011848470308634118    0.000000000000000000
0.360    -0.000684785162419121    -0.002046688220055628    0.000000000000000000    -0.018997891641230231    -0.022156290513299787    0.000000000000000000
0.365    -0.000694503865139013    -0.002075586203201497    0.000000000000000000    -0.015423798516147821    -0.020168874834552986    0.000000000000000000
